Title,Label
ikinci salgına hazırlık olduğu iddia edilen video güncel,0
video rıdvan birliklerinin israilde yaptığı saldırıyı gösteriyor,0
fotoğraf tusaş saldırısında öldürülen teröristlerin konulduğu sarı torbaları gösteriyor,0
fransanın ardennes ilinde koyunlar köprü yapıldığı iddiası doğru,0
bir fincan kahvenin 50 mg kanserojen madde içerdiği iddiası doğru,0
ötüken belediyesinin devlet bahçeli caddesinin ismini ümit özdağ caddesi olarak değiştirdiği iddiası doğru,0
görselin melih gökçek defne joy foster arasındaki bir diyalogu gösterdiği doğru,0
mehmet şimşekin güneşlenme vergisi açıklamaları doğru,0
video türkiyede luppo marka kekin içinden uyuşturucu hap çıktığını gösteriyor,0
yenidoğan çetesi hakkında araştırma komisyonu kurulması önerisinin ak parti mhp oylarıyla reddedildiği iddiası doğru,0
fotoğraf meteoritten yapılmış benben piramidini gösteriyor,0
görsel kanadanın gökyüzünde gözüken olağandışı bir işık grubunu gösteriyor,0
video milton kasırgasını gösteriyor,0
fotoğraf gdolu mısır beslenmiş bir sıçanı gösteriyor,0
görsel türkiyede bulunan sagalassos çeşmesini gösteriyor,0
türkiyenin 11 arap ülkesinden fazla arap nüfusuna sahip olduğu iddiası doğru,0
video israil askerlerine yapılan saldırıyı gösteriyor,0
fotoğraf israildeki atatürk büstünü öpen israil askerini gösteriyor,0
görüntüler 16 ekimde meydana gelen malatya depremini gösteriyor,0
14 ekim 2024 tarihli resmi gazetede bakanlık atamalarının yayınlandığı iddiası doğru,0
videonun hizbullahın israile attığı güdümlü füzeleri gösterdiği iddiası doğru,0
artvin belediye başkanı ekrem imamoğluna satanist semboller içeren bir hediye verdi,0
almanya kaçak sığınmacıları hızlı gönderme konusunda türkiye anlaştı,0
dilan polat kardeşlerinin paylaşılan videosu güncel,0
video israile yapılan füze saldırısını gösteriyor,0
video ganadaki bir altın madenini gösteriyor,0
video bir sinagogu gösteriyor,0
video hindistandaki israil büyükelçiliğine yapılan saldırıyı gösteriyor,0
video hizbullahın israil askerlerine yaptığı saldırıyı gösteriyor,0
video suriyeye göç eden lübnanlıları gösteriyor,0
video rusyada devlet gözetiminden kaçmak beyaz maske takan kişileri gösteriyor,0
video israile yönelik füze saldırısını gösteriyor,0
video hindistanda bir mağarada bulunan 188 yaşındaki bir adamı gösteriyor,0
video acun ilıcalının atatürke hakaretten gözaltına alınan mustafa atmacayı ziyarete gittiğini gösteriyor,0
video netanyahunun füze saldırısı sırasında sığınağa koşmasını gösteriyor,0
fotoğraf hizbullah tarafından öldürülen bir çocuğu gösteriyor,0
video hizbullahın tel avive saldırısı sonucu yanan bir binayı gösteriyor,0
video aşı olmayı reddeden bir hastanın darp edilmesini gösteriyor,0
videonun amed sportifli futbolcuları gösterdiği iddiası doğru,0
video gazzede hayatını kaybeden çocukları gösteriyor,0
mike tysonın filistin hakkında açıklama yaptığı iddiası doğru,0
baykar teknolojinin israil devlet şirketi iaiya sponsor olduğu iddiası doğru,0
görüntüler hizbullahın israile düzenlediği füze saldırılarını gösteriyor,0
video israildeki yangınları gösteriyor,0
ilber ortaylının paylaşımdaki açıklamaları yaptığı doğru,0
japonyanın otoparkların çatılarında yeşil alanlar oluşturarak arılara polenleme alanları sağladığı iddiası doğru,0
türkçede arkadaş kelimesi türklerin savaş sırasında sırtlarını dayadıkları arkataştan geliyor,0
jandarma polis teşkilatına tahsis edilen araçlar arasında togg bulunmuyor,0
galatasaray kadın futbol takımının uefa kadınlar şampiyonlar ligine katılan ilk türk takımı olduğu iddiası doğru,0
2023 yılı gelir vergisi rekortmeni rahmi koç oldu,0
çinde sosyal kredi sistemiyle insanlar puanlanacak,0
la jument deniz fenerinde yıllık 12 milyon dolar maaşla çalışacak işçi arandığı doğru,0
video lübnandaki saldırılar sonrası dürzilerin israile destek gösterisini gösteriyor,0
video yavru bir tavus kuşunu gösteriyor,0
porsche markalı araba yanından geçen insanların kıyafetine göre renk değiştiriyor,0
video mariana çukurunda yaşayan bir canlıyı gösteriyor,0
görsel tibet elması denen mavi elmayı gösteriyor,0
bill gate aşılara karşı çıkanları susturmak yapay zekayı kullanacaklarına dair bir açıklamada bulundu,0
whatsappın 1 ekim 2024te iphone 7 serisine desteğini keseceği iddiası doğru,0
video hollandada bir şahsın marketteki domuz etlerinin üzerine idrar yaptığını gösteriyor,0
papa francis satanizmin tanrıya giden geçerli bir yol olduğunu açıkladı,0
cumhuriyetin ilanından sonra kurulan ilk kurum çocuk esirgeme kurumu,0
çinde bulunan baigong boruları ilgili iddialar doğru,0
fotoğrafın lübnandaki saldırıda patlayan bir iphoneu gösterdiği iddiası doğru,0
fotoğraf angela merkel theresa may gina haspeli gösteriyor,0
time dergisi diyarbakırı türkiyenin iyi imar uygulaması olan kenti ilan etti,0
video kışkırtıcı ifadeler içeren sloganlar atan bir kalabalığı gösteriyor,0
polis takibinden kaçan arabanın polis arabasının yoluna yağ döktüğü video orijinal,0
motorlu araçlar kansere sebep olacak seviyede benzen üretiyor,0
japonya türkiye cumhuriyeti vatandaşlarına vize zorunluluğu getirdi,0
fotoğraf türkiyede 25 yıl öncesine ait bir yolu gösteriyor,0
danimarka savunma bakanlığı vatandaşlarına büyük bir kriz 3 günlük stok yapmalarını önerdi,0
göbeklitepe kazılarının def kurucusu klaus schwab tarafından durdurulduğu doğru,0
ahmet çakarın miss turkey birincisine yaptığı yorumu gösteren video güncel,0
kanada kansere yol açtığı covid19 aşılarını imha etme kararı aldı,0
video almanyadaki filistine destek eylemini gösteriyor,0
isveçte evliliklerin 5 sene sınırlandırıldığı iddiası doğru,0
burger king türkiyenin ismini börgır olarak değiştirdiği iddiası doğru,0
messinin ronaldinhoyu hapisten çıkarmak kefaletini ödediği iddiası doğru,0
doğumda çekilen acının 20 kemiğin kırılmasına bedel olduğu iddiası doğru,0
görsel a haberde yayımlanan bir haberi gösteriyor,0
eski pakistan başbakanı imran han bm konuşmasında israil türk ordusu ilgili ifadeler kullandı,0
video yemen tarafından vurulan bir gemiyi gösteriyor,0
ak parti binasına asılan atatürk posteri görüntüleri güncel,0
video los angelestaki iş çıkışı trafiğini gösteriyor,0
son osmanlı padişahı 6mehmed vahdettine türklerle ilgili atfedilen açıklamalar doğru,0
kieve yapılan saldırıyı gösteren video güncel,0
antik yunan kültürü tarihçiler tarafından uyduruldu,0
uşak şeker fabrikasının nuri şekerin vasiyeti nedeniyle özelleştirilemediği iddiası doğru,0
video rusya ukrayna savaşındaki drone saldırılarını gösteriyor,0
video japonyadaki depremden sonra ortaya çıkan tsunamiyi gösteriyor,0
görsel musuldaki kadın pazarını gösteriyor,0
hindistanın chandeli köyündeki duvar resmini gösteren fotoğraf orijinal,0
video tibetde bulunan 8000 yıllık antik kütüphaneyi gösteriyor,0
yusuf dikeç time dergisine kapak oldu,0
video obamanın hanuman isimli puta taptığını anlattığını gösteriyor,0
galatasarayın avrupa istatistiklerini gösteren tablo doğru,0
ege sahilinde komodo ejderi görüldüğü iddiası doğru,0
nasanın mar fotoğrafı cezayiri gösteriyor,0
görsel pompeiide bulunan antik freskleri gösteriyor,0
atta türü karıncalarının işınlanabildiği iddiası doğru,0
urladaki yangın görüntülerinin güncel olduğu iddiası doğru,0
the economist dergisi bangladeş konulu kapağında filistin bayrağını sansürledi,0
duş alırken vücuttan önce başın islatılması felce oluyor,0
video bangladeşten göç eden hinduları gösteriyor,0
video israile yönelik bir saldırıyı gösteriyor,0
video antenlerin gökyüzünde portal açtığını gösteriyor,0
görsel israilde esirlere yönelik yapılan bir anketin sonuçlarını gösteriyor,0
video hamas lideri ismail haniyeyi gösteriyor,0
sky sport almanya spikerinin jose mourinhoya hakemlerle birlikte maç yöneteceği bir lige gitmiş dediği iddiası doğru,0
video mısır cumhurbaşkanı sisinin israile yönelik güncel açıklamalarını gösteriyor,0
su şişesi kapaklarının renklerinin suyun özelliklerini belirttiği iddiası doğru,0
fransa cumhurbaşkanı emmanuel macronun bir erkek öpüştüğünü gösteren fotoğraf orijinal,0
görsel japonyada deprem sırasında havada durabilen evi gösteriyor,0
japonyadaki çocukların eğitimlerinin bir parçası olarak motor tamir edebildikleri iddiası doğru,0
video şanlıurfada görülen 600 yaşındaki bir boynuzlu engerek yılanını gösteriyor,0
daniele santarellinin ilkin aydınnın kadroda olması benim sürpriz oldu sözlerinin güncel olduğu iddiası doğru,0
15 bin osmanlı askerinin filistinliler tarafından kör edildiği iddiası doğru,0
burger king 27 yıl boyunca izin almayan çalışanına 400000 dolar ikramiye verdi,0
olimpiyat komitesinin lia thoması gerekçe göstermeden diskalifiye ettiği iddiası doğru,0
yıldız geçitleriyle ilgili iddialar doğru,0
fotoğraf haniyenin katardaki cenazesine ait,0
video yenilebilir bir yapay yumurta üretimini gösteriyor,0
avrupada temel ihtiyaçları sınırlayacak dijital kimlik uygulaması başlıyor,0
varis bir dalak tıkanıklığı hastalığı mıdır,0
video arkadaşına cinsel istismarda bulunan dört erkeği öldüren kadını gösteriyor,0
video hamas lideri haniyeye yapılan suikastın olay yerini gösteriyor,0
antartikada devasa bir dinozor iskeleti bulundu,0
video yellowstone volkanının kabuğunun çatladığını gösteriyor,0
video donald trumpın netanyahu el sıkışmayı reddettiğini gösteriyor,0
ilk diyanet işleri başkanı mehmet rifat börekçi yahudi haham mıydı,0
bill gate kurtçuk sütü üretip entomilk adıyla piyasaya sürdü,0
çinde bir tuvalete takılan sayaçlar hakkındaki iddialar doğru,0
uzaylılarla ilgili harvard üniversitesi vatikana atfedilen açıklamalar doğru,0
ukrayna devlet başkanı zelenskinin eşinin bugatti marka lüks bir otomobil satın aldığı iddiası doğru,0
abd başkan yardımcısı harris öncesinde kamal aroush adında bir erkek miydi,0
kanserin karbonat tedavi edilebileceği iddiası doğru,0
video brightonın yeni belediye başkanını gösteriyor,0
video suriyede pkkypgye karşı yapılan cihad çağrısını gösteriyor,0
video kaliforniyada bulunan cam sahili gösteriyor,0
fotoğrafın üsküdarda çekildiği iddiası doğru,0
türklerin bosna hersekte kurdukları ilk köy ismi başlangıç anlamına gelen poçitel,0
türkçede gavat kelimesi iran şahı 1kavadtan geliyor,0
boş bodrum sahilini gösteren görsel güncel,0
microsofta yönelik siber saldırı sonucu dünya genelindeki sistemlerin çöktüğü iddiası doğru,0
keops piramidi ilgili iddialar doğru,0
trumpa suikast düzenleyen saldırganın antifa üyesi mark violet olduğu iddiası doğru,0
donald trump cumhuriyetçi parti ulusal kongresinde uyuyakaldı,0
ulusal diş hastanesinin ücretsiz implant hizmeti vereceğine dair iddialar doğru,0
selçuk bayraktarın baykar teknoloji ilgili yatırım açıklamaları gerçek,0
istanbulda metroyu su bastığını gösteren video güncel,0
video donald trumpa silahlı saldırı düzenleyen suikastçının etkisiz hale getirildiğini gösteriyor,0
video paristeki notredame katedralinin yandığını gösteriyor,0
fotoğraf kral charlesın işçi partisi lideri keir starmerı başbakan atadığı töreni gösteriyor,0
çanakkalede şehit veren üç osmanlı şehri şam humus bursa,0
video f22lerden kaçmak denize dalan bir ufoyu gösteriyor,0
mcdonalds boykot sebebiyle mısırdan çekiliyor,0
videonun dubaideki uçan kuryelerin yemek teslimatını gösterdiği iddiası doğru,0
video şeytan çıkarma ayininde içine şeytan giren bir kadını gösteriyor,0
videonun suriyeli bir işletmeciyi gösterdiği iddiası doğru,0
video ekrem imamoğlunun türkiye petrolleri yatırımı hakkındaki açıklamaları gösteriyor,0
mostar köprüsüne türk bayrağının yansıtıldığını gösteren fotoğrafın güncel olduğu iddiası doğru,0
video avustralyada ortaya çıkan dev kırkayağı gösteriyor,0
dr otto warburgun kanserin çözümünü bulduğu iddiası doğru,0
cumhurbaşkanı erdoğanı kastederek hakaret eden x hesabı mossada ait,0
orta parmak göstermenin ingiliz fransızlar arasındaki yedi yıl savaşlarından sonra ortaya çıktığı iddiası doğru,0
soda yöntemiyle prostatit tedavi iddiaları doğru,0
videonun kayserideki saldırılarla ilişkili olduğu iddiası doğru,0
real madrid teknik direktörü carlo ancelottinin barış alper yılmaz hakkında açıklama yaptığı iddiası doğru,0
videoda lady gaga şeytanı anlatıyor,0
video hakan fidanın türkiye petrolleri yatırımı hakkındaki açıklamalarını gösteriyor,0
beşiktaş belediyesine lgbti bayrağı asıldığını gösteren fotoğraf güncel,0
1 temmuz 2024te köprü tünel otoyol geçiş ücretlerine zam geldiği iddiası doğru,0
görsel cocacolanın namazla dalga geçen reklamını gösteriyor,0
yerli tohum satışı yasaklandı,0
ukrayna romanyanın avrupa futbol şampiyonası tarihindeki performansları ilgili iddalar doğru,0
video yeni çıkacak deha dizisinin fragmanını gösteriyor,0
dilan polat engin polatın 25 haziran 2024te serbest kaldığı iddiası doğru,0
doktor mehmet özün hipertansiyon ilgili açıklamaları gerçek,0
iklim aktivistleri taylor swiftin özel jetini boyadı,0
edevlet üzerinden akrabalarla ilişiğin kesilebildiği iddiası doğru,0
video mardinde sokaklarda akan şarapları gösteriyor,0
ajax futbolcusu ahmetcan kaplanın milli takımda oynamamasına tepki gösterdi,0
video mutasyona uğrayan bir tavuğu gösteriyor,0
fransız akrobasi timi uçuş gösterisinde hatalı şekilde rusya bayrağı çizdi,0
video ispanyada tribünlerin gazzeye destek vermek oluşturduğu koreografiyi gösteriyor,0
voleybolcu zehra güneşi gösteren fotoğraf orijinal,0
video peruda 5g istasyonlarının devlet kararıyla yıkıldığını gösteriyor,0
video avrupa parlamentosu seçim sonuçlarından dolayı ağlayan fransız milletvekilini gösteriyor,0
10 yıldır kayıp olan malezya uçağının bulunduğu iddiası doğru,0
nürnbergde bulunan mahkeme binasındaki heykellerden kanuni sultan süleymana ait,0
videonun filistine destek pankartı açıp sahaya atlayan genci döven görevlileri gösterdiği iddiası doğru,0
kablo tvnin habertürkte yayınlanan program ilgili reyting açıklaması yaptığı iddiası doğru,0
görsel endonezyada sahile vuran dev kalamarı gösteriyor,0
youtubeda 4 milyar izlenmeyi geçen ilk şarkı katy perrynin roar parçası,0
videonun terör örgütü pkknin polis aracına saldırdığını gösterdiği iddiası doğru,0
ekrem imamoğlunun devraldığı tbb yönetiminde ak parti mhp dışındaki partilerden üye var mıydı,0
fotoğraf ruandadan türkiyeye turizm işbirliği gelenleri gösteriyor,0
video yemenin vurduğu amerikan savaş gemisinin cidde limanındaki uydu görüntüsünü gösteriyor,0
real madridin 21 yüzyılda oynadığı final maçlarında sadece galatasaraya mağlup olduğu iddiası doğru,0
video yemenin saldırısına uğrayan abdnin uçak gemisi us eisenhowerı gösteriyor,0
video japonyada 1980 yılında bir tv programında yayınlanan akıllı telefonu gösteriyor,0
fenerbahçenin jose mourinhoyu getirmesinin ardından jürgen kloppun sosyal medya hesabının biyografisini değiştirdiği iddiası doğru,0
video zonguldakta görülen bir zebani kuşunu gösteriyor,0
görselin türkiye kadın milli voleybol takımını abdden türkiyeye getiren özel uçağa ait olduğu iddiası doğru,0
video bir minibüsü saran dev pitonu gösteriyor,0
emin çapanın sokak hayvanları hakkındaki videosu güncel,0
fotoğraf edirnede bira akan çeşmeyi gösteriyor,0
hamasın aldığı rehineleri gösteren video güncel,0
fotoğraf adolf hitler ursula von der leyenin büyükannesinin el sıkışmasını gösteriyor,0
video singapur havayollarına ait bir uçakta yaşanan güncel türbülans vakasını gösteriyor,0
video pep guardiolanın israil temsilcisinin elini sıkmadığı anları gösteriyor,0
eline makineli tüfek verilen maymunun tüfeği veren insanları taradığı iddiası doğru,0
video abb başkanı mansur yavaşın sokak köpeklerine dair güncel açıklamalarını gösteriyor,0
fotoğraf gazze şeridindeki refahtan mısıra uzanan bir tüneli gösteriyor,0
video geçit töreninde askerlerin allah bismillah allahu ekber nidası attığını gösteriyor,0
görseller portekizde megalodon köpek balığının kıyıya vurduğunu gösteriyor,0
video putinin 4 askeri uçakla irandaki cenaze törenine gidişini gösteriyor,0
videonun israilin refah saldırısı sonrasında istanbuldaki protestolarda kaydedildiği iddiası doğru,0
video abdde yayılan zombi geyik hastalığını gösteriyor,0
video bir direksiyon eğitmeninin kaza yapmamak dikkat edilmesi gerekenler videosu çekerken kaza yaptığı anları gösteriyor,0
videonun çinli iş insanı he shihuanın 126 kilogramlık oğlunu takımında oynattığını gösterdiği iddiası doğru,0
sezgin tanrıkulu kaçak elektrik kullanımını savunan açıklamalarda bulundu,0
video putin jongunun tokuşturdukları kadehleri içmeden bıraktıklarını gösteriyor,0
ingilterede bir mağarada nereden geldiği bilinmeyen bir kız çocuğunun bulunduğu iddiası doğru,0
görsel ermenistan başbakanı nikol paşinyanın ermenilere karşı soykırım yapılmamıştır açıklaması yaptığını gösteriyor,0
video iran cumhurbaşkanı reisinin helikopterinin düştüğü anı gösteriyor,0
video amazon ormanlarında keşfedilen baykuş ayısını gösteriyor,0
video danimarka kralı x frederikin balkonundan filistin bayrağı salladığı anları gösteriyor,0
görsel iran cumhurbaşkanı reisinin helikopterinin enkazını gösteriyor,0
mauro icardi videoda ismail kartala sesleniyor,0
nutellanın antep fıstıklı versiyonu çıktı,0
azerbaycan israil bayraklarının birlikte görüldüğü video azerbaycanda çekildi,0
bir vatandaşın 19 mayısta ilan panosuna atatürk portresi astığı video güncel,0
görsel ayder yaylasında açan kedi çiçeğini gösteriyor,0
ingilterede okullarda cinsiyet kimliği transseksüellik konularını yasakladı,0
fotoğraf eric claptonın eurovisionda sahne aldığını gösteriyor,0
video beyaz tvdeki canlı yayın kazasını gösteriyor,0
videonun ankaragücü taraftarlarını gösterdiği iddiası doğru,0
chatgptnin kullanıcıları zafer partisine yönlendirdiği iddiası doğru,0
fotoğraf 3 camisi olan fakat okulu bulunmayan bir köyü gösteriyor,0
video dubaide yağmur yağdırmak amacıyla yapay bulutların taşınmasını gösteriyor,0
video abd özel kuvvetlerinin körfez savaşını simüle ettiğini gösteriyor,0
video italyada denizin yükselmesi sonucu ortaya çıkan balinayı gösteriyor,0
video hawaiideki mutasyona uğramış dev insanları gösteriyor,0
video eskişehirde yaşanan bir lunapark kazasını gösteriyor,0
uefa şampiyonlar liginde süre alamayan futbolcuların madalyasının geçersiz sayılacağı iddiası doğru,0
fotoğraf türkiyenin 1927de üretilen ilk yerli motorlu helikopterini gösteriyor,0
onur dedetaşın sinem dedetaş belediye başkanı olduktan sonra atandığı iddiası doğru,0
video ankaradaki yağmurdan sonra otobüste mahsur kalan vatandaşları gösteriyor,0
iddiadaki şehirler türkiyenin yüksek boşanma oranlarına sahip,0
görsel yılanların göçünü gösteriyor,0
senegal arapçanın resmi dil olarak kabul edildiğini açıkladı,0
video abddeki filistin protestolarında öğrenciye yönelik polis şiddetini gösteriyor,0
galatasaray 105 puanla şampiyon olduğu takdirde dünyanın fazla puan toplayarak şampiyon olan takımı olacak,0
videonun bir almanın is2 tankı tarafından vurulduğu anı gösterdiği iddiası doğru,0
instagramın kullanıcıların bir hikayeye kaç baktığını hesap sahibine göstereceği iddiası doğru,0
yunan gazetesi lozan antlaşmasını yok sayabiliriz dedi,0
a haberin mansur yavaşın ankaradaki yollara soyadını yazdırdığını iddia eden bir haber yaptığı iddiası doğru,0
video japonyada bulunan canlı dinozoru gösteriyor,0
emeklilerin ölüm parası 3600 lira iken milletvekillerinin 116 bin lira olduğu iddiası doğru,0
video bir kişinin bir sanat eseri içerisinde kendini 50 yıllığına müzeye kapattığını gösteriyor,0
gorseldeki tramvay kazasının guncel oldugu iddiası dogru,0
seyhan belediye başkanı oya tekinin dem partisi ziyaretinde duvarda abdullah öcalannın posternin yer aldığı iddiası doğru,0
deniz otobüsünde fırtına videosu güncel,0
var hakemi benjamin brandın galatasaray üniversitesinden mezun olduğu iddiası doğru,0
chpli veli ağbabanın mülteciler hakkındaki konuşmasını gösteren video güncel,0
video yanlış park edilen aracın anahtarla çizildiğini gösteriyor,0
zaranın davud yıldızı baskılı ürün çıkardığı iddiası doğru,0
fotoğraf domuz eti satışına izin verildiğini gösteriyor,0
kuranı kerim içinde yakalanan para görüntüleri türkiyeyle ilişkili,0
fenerbahçelilerin ali koçu protesto ettiği video sivasspor maçından sonra çekildi,0
videonun dubaideki sel felaketine ait olduğu iddiası doğru,0
fotoğraf vanhakkari karayolundaki güzeldere geçidini gösteriyor,0
video iranın israile saldırısı sonrasında çıkan yangını gösteriyor,0
videonun 18 nisanda tokatta gerçekleşen depremden sonra kaydedildiği iddiası doğru,0
mısır iskenderiye limanını türkiyeye devrediyor,0
videonun tel avivin bombalandığını gösteren güncel bir görüntü olduğu iddiası doğru,0
video demir kubbe sisteminin iranın sihalarına karşı devreye girdiğini gösteriyor,0
video ibb meclisinde ak partinin öğrenci ulaşım zammı geri çekilsin teklifinin chp tarafından reddedildiğini gösteriyor,0
hamas lideri meşalin cumhurbaşkanı erdoğana teşekkür ettiği video güncel,0
kdv oranları alınan artış kararı güncel,0
video israile yapılan füze saldırısını gösteriyor,0
video iranın israile saldırısını mescidi aksada kutlayan filistinlileri gösteriyor,0
putin abdnin irana saldırması halinde rusyanın iranı destekleyeceğini açıkladı,0
cumhurbaşkanı erdoğanın kadar belediye başkanı var dediği video güncel,0
video israilde sığınaklara giden insanları gösteriyor,0
fotoğraf çintibet sınırında 150 yılda tekrar eden bir dolunayı gösteriyor,0
kanadada yaya geçidinden geçerken plastik tuğlalar kullanılıyor,0
video fatih altaylının ak partinin seçmenlere tehditlerinden bahsederken el hareketi çektiğini gösteriyor,0
galatasaray süper kupa finaline u19 takımıyla çıkacağını açıkladı,0
tff binasına fenerbahçe pankartı asıldığını gösteren görüntüler güncel,0
videoda salvador dali saniyeler içinde folyodan heykel yapıyor,0
metrobüs durağındaki kalabalığı gösteren fotoğraf güncel,0
istanbuldaki bir üst geçitte yaşanan yoğunluğu gösteren video güncel,0
31 mart yerel seçimlerinde balıkesir manyasta ak partinin itirazları sonrasında mhpnin kazandığı belediye başkanlığının chpye geçtiği iddiası doğru,0
video ekrem imamoğlu ikinci büyükşehir belediye başkanlığını kazandıktan sonra çekildi,0
isveçte kuranı kerimi yakan salwan momikanın norveçte ölü bulunduğu iddiası doğru,0
videonun 31 mart yerel seçimlerinden sonra metroların bozulduğunu gösterdiği iddiası doğru,0
marmaraydaki tartışma videosu güncel,0
video 31 mart yerel seçimlerinde oyların erken sayıldığını gösteriyor,0
bir kişinin oy verirken uluduğu video 2024 yerel seçimlerinde çekildi,0
