Title,Label
ismailağa cemaati cübbeli ahmet bağlarının kalmadığını açıkladı cemaat hakkında neler biliniyor,1
görsel iran cumhurbaşkanı reisinin helikopterinin enkazını gösteriyor,0
videonun lebron jamesin panyayı kırdığı anları gösterdiği iddiası,0
recep tayyip erdoğan israil hamas arasındaki çatışmaların ardından filistinli çocuklarla görüştü,0
okan buruk old traffordda galibiyet alan ilk türk teknik direktör,0
hollandada suçlu olmadığı hapishaneler kapatılıyor,1
ukrayna barış zirvesi isviçredeki buluşmaya rusya çin katılmadı,1
bir timsahın kendi kendine ürediği iddiası,1
video donald trumpın mason kulübünden rütbe alış törenini gösteriyor,0
mersinde gümrük operasyonu aralarında kamu görevlilerinin bulunduğu 114 kişi gözaltında,1
hamile kadını istanbulda sokak ortasında kaçırmaya çalıştılar,1
nasuh mahrukinin üç yıla kadar hapsi istendi iddianamede neyle suçlandı kendisini savundu,1
videodaki kişi domuz eti reyonuna gerçekten idrarını yapıyor,0
hrant dink davası sanığı eski jandarma istihbarat personeli chpye katılmış,1
videodaki gözde oluşan vaka pfizer aşısından sonra gerçekleşti,0
garson servis yapınca su fiyatının ikiye katlandığı video gerçek,0
uzman çavuş orhan sürmen kanıyla ıslandığı iddia edilen kuranı kerim,0
afad 7 ilde 400 sel vakası bildirildi manavgatta mahsur kalan 236 kişi güvenli alanlara tahliye edildi,1
sahilde etek boyunun ölçüldüğünü gösteren fotoğraf chp döneminden,0
aile bakanı göktaştan sosyal medyaya 16 yaş kısıtı açıklaması,1
istanbulda liderleri yakalanan uluslararası uyuşturucu karteli çökertildi,1
kanal dnin demirtaş kavalanın görüntülerini buzlayarak verdiği iddiası,0
şarkıcı murat kekillinin annesi son yolculuğuna uğurlandı,1
fotoğraf muharrem incenin maltepe mitingine ait uydu görüntüsü,0
altın çay günlerinin koronavirüs nedeniyle üç hafta yasaklandığı iddiası,0
denizlide yakın geçmişte meydana gelen sarsıntılar büyük bir depremin habercisi olabilir,1
japonya eski icisleri bakanı kazuhiro haraguchinin aşıların milyonlarca insanı öldürdüğünü söylediği iddiası doğru,0
fransanın ukrayna büyükelçisi etienne poncinsin zelenskiyi eleştirerek istifa ettiği iddiası,0
imamoğlu kılıçdaroğlu chplinin adayıdır,1
kades verisi diyarbakırda yıl 1631 kadın imdat butonuna basarak yardım aldı,1
ortadoğuda gerilim tırmandı muhtemel savaş hazırlıkları başladı,1
kenya hükümeti 4 türk vatandaşı türkiyeye iade edildi,1
ankara büyükşehir belediyesinin dans görüntüleriyle gündem olan temizlik işçisini işten çıkardığı iddiası,0
şanlıurfa büyükşehir belediye başkanı mehmet kasım gülpınar yrpden istifa etti,1
videodaki dronelar global internet krizi nedeniyle düştü,0
anayasal düzene başkaldırı devlette yargı krizi,1
bakan kurum cop29da türkiyenin iklim yol haritasını açıkladı,1
fotoğraf chp dönemi yapılan mayo denetimini gösteriyor,0
bill gatesin aşılarla dünya nüfusunu azaltmayı amaçladığı iddiası,0
ikbal uzuner ayşenur halili katleden semih çelikin ailesi soyadını değiştirmek istiyor,1
merkelden türk kahvesine sıra dışı tarif,1
astronot kabartmasının binlerce yıl öncesinden olduğu iddiası,0
zürafalarla insanlar aynı sayıda boyun kemiğine sahip,1
diyarbakırı etkisi altına alan si 5 gününde istanbul izmir uçak seferleri iptal edildi,1
chpnin adayı imamoğlu yavaş,1
cinsel şiddetle mücadele derneği 10 yılını kutladı mücadelemiz 10 yaşında,1
videoların yeni istanbul havalimanında su baskını yaşandığını gösterdiği iddiası,1
videodakilerin çağlayan adliyesinde gülşen davası toplandığı iddiası,0
fatih altaylı yargıtay can atalaydan esirgediği adaleti işidli teröristlerden esirgemedi,1
dsönün covid19 ölümlerinin aşılı ülkelerde artarken afrikada azaldığını açıkladığı iddiası,0
istanbulda hafta,1
rtük ilk bir tarikat etkinliğini kamu spotu yaptı iddiası gerçek değil,0
lokantamda yabancı çalıştırmıyorum diyen kişi suriyeli,0
7 soruda yerel seçimler seçmenler oy kullanıyor önce hangi oylar sayılacak oy verme saatleri,1
fotoğraf davutoğlu parti kurduktan sonra değil 2012 yılında çekildi,0
arakandaki müslüman katliamından olduğu iddiasıyla paylaşılan 18 yanlış görüntü,0
tbmmde hafta genel sağlık sigortası aile hekimliği ilgili düzenlemeler getiren torba kanun görüşülecek,1
tasarruf tedbirleri gerekçesiyle bergama cumhuriyet anadolu lisesinde bir öğün kaldırıldı,1
sosyal medya kesintisinin sebebi 13 yaşında çinli bir hacker,0
yolculuğu haram eden a jet,1
instagram fenomeni neşe özkan estetik ameliyat sonrasında hayatını kaybetti,1
kemal kılıçdaroğlunun facebook reklam masrafının son bir ayda 1 milyon dolar olduğu iddiası,0
karpuz dilimi filistin bayrağını sembolize ediyor,1
suriyeli muhalif lider yorumladı smo htşye bakıyor kobani operasyonu gündemde,1
fotoğraf çekim sonrası hulusi kentmenin otobüs bekleyişini gösteriyor,0
gazeteciler cemiyeti gazetecilere zulmü mevzuata uyduran idarecileri kınıyoruz,1
ibb duyurdu istanbula 144 yeni metro aracı geliyor,1
10 ekim barış derneği atatürk havalimanında katliam yapan 6 işidliye verilen tahliye kararından derhal vazgeçilmelidir,1
iskoçyada regl ürünlerinin ücretsiz olmasına karar verildiği iddiası,1
helal akreditasyon kurumunun keseceği cezalar artırıldı,1
cumhurbaşkanı erdoğan almanyada noel pazarına düzenlenen saldırıyı kınadı,1
modern noel baba tasvirini coca colanın yarattığı iddiası,0
türkiyenin ortalama iq seviyesi 2023te 89a geriledi,0
kutsal bir geçmiş hayali bir gelecek sosyal çürüme söylemi neyi gizliyor,1
eğlence görüntüleri nedeniyle tepki çekmişti smalı ikbalin babası başından vurulmuş bulundu,1
erdoğandan şama sürpriz ziyaret iddiası emevi camiini ziyaret edebilir,1
sergio agüero aşının yarattığı komplikasyonlar nedeniyle futbolu bıraktı,0
esadın suriyede latin harflerine geçileceğini açıkladığı iddiası,0
muğlada hastaneye çarparak düşen helikopterin enkazı kaldırıldı,1
bordeauxta bir tramvayın şarap şişesinden olduğu iddiası doğru,0
kaçak medresede ölüm,1
fotoğrafın ankaradaki güncel protestolardan olduğu iddiası,0
videonun batmandaki güncel ak parti mitinginden olduğu iddiası,0
fotoğrafın frankfurtta iphone parçaladığı akıl hastanesine gönderilen kişiyi gösterdiği iddiası,0
121 kişiye mezar olan farklı yaşam rende sitesinin iddianamesi hazırlandı binanın yıkılabileceği öngörebilecek durumdaydı,1
sedat pekere ait olduğu iddia edilen sağlık raporu,0
ayhan bora kaplan soruşturmasında gözaltına alınan şube müdürü kerem öner serbest bırakıldı,1
şehitlere saygı yürüyüşünden olduğu iddia edilen dans görüntüleri doğru,1
video hizbullahın tel avivi vurduğunu gösteriyor,0
kadıköyde saldırıya uğrayan üç gencin yaşlı bir kadını kurtarmaya çalıştığı iddiası,0
sgk tarafından chpli belediyelere uygulanan haciz işlemleri tbmm gündeminde,1
video 20 kasımda gerçekleştirilen hava harekatından,0
kktc bayrağını necmettin erbakanın çizdiği iddiası,0
hulusi bey köyde allah korkusu oranı,1
15 bin osmanlı askerinin filistinliler tarafından kör edildiği iddiası doğru,0
sahte belgelerle yurt dışı eğitim kredi desteği alan 149 şüpheli hakkında gözaltı kararı,1
fotoğrafın japonya sağlık bakanını gösterdiği iddiası,0
cumhurbaşkanı erdoğanın korumalarının protestocuları bağırarak bastırmaya çalıştığı görüntüler güncel,0
kürtçe tiyatro yasaklanıyor,1
bozuk asfalt yol görüntülerinin istanbuldan olduğu iddiası,0
otomotiv pazarı ekonominin pozitif seyretmesiyle 2025in ikinci yarısında büyüyebilir,1
avrupanın kalkanı yunanistan,1
grev hazırlığı afp reuters çalışanları,1
yüzerken resim yapan kişinin salvador dali olduğu iddiası,0
hollandada bill gatesin finanse ettiği yapay et fabrikasının yandığı iddiası,0
sağlık bakanlığının logosu satanist imgeler barındırıyor,0
1954te kurulan tuzla cip fabrikası ilgili iddialar,1
konyada chemtrails havadan zehirleme yapıldığı iddiası,0
yapay zekâ kontrolündeki drone operatörü öldürmeye karar verdi,0
videonun cumhurbaşkanlığına ait yeni araçları gösterdiği iddiası,0
bir imamın ateist olduğu gerekçesiyle istifasının istendiği iddiası,0
video ian kasırgası sonrası florida sokaklarını gösteriyor,0
savcı sayanın fotoğrafını çektiği kişinin zekeriya öz olduğu iddiası,0
açılışına nicole kidman katılmıştı sedat peker sık sık bahsediyordu sezgin baran korkmaza ait ultra lüks otel mühürlendi,1
bilgi yarışmasında türkiyedeki ortalama penis boyunun sorulduğu iddiası,0
hangover kelimesinin iplerin üzerinde uyuyan insanlardan geldiği iddiası,0
cumhurbaşkanı erdoğan almanyada noel pazarına düzenlenen saldırıyı kınadı,1
dr hasan hüsnü erenin covid19 aşıları hakkındaki iddiaları,0
çin devlet televizyonunda rusyanın bölüşüldüğü harita gösterildiği iddiası,0
katliam yasası yönetmelik arasında belediyeler zor durumda,1
videonun filistinli vekilin deprem taziye mesajına verilen tepkiyi gösterdiği iddiası,0
avrupa parlamentosu kadın temsilinde 1979 seçimlerinden sonraki büyük düşüş,1
türk bayrağının yer aldığı kale halep kalesi,0
covirgin kelimesi sözlüğe eklendi,0
özgür özel iş anayasa değişikliğine gelecekse yokuz,1
hepatit b aşısı k vitamini yenidoğan bebekler zararlı,0
türkiyenin yeni washington büyükelçisi sedat önal karar türkamerikan ilişkileri anlama geliyor,1
görüntülerin trumpa suikast girişiminde bulunan kişiyi gösterdiği iddiası,0
leonardo dicaprio ukrayna yardım fonuna 76 milyon sterlin bağışladı,0
elektrik tellerine çarpan paramotor hamas güçlerine ait,0
fotoğrafın ekrem imamoğlunu marketten içki alırken gösterdiği iddiası,0
palandöken dağında çığdan yaralı kurtulan sporcular olayı anlattı geri dönecektik,1
dışişleri bakanı fidan ru lider putin görüştü,1
hrant dink davası sanığı eski jandarma istihbarat personeli chpye katılmış,1
yasaklar kalktı ilk sonuçlar geliyor,1
murat kurum içki satış yasağını gevşeteceğini söyledi,0
paylaşımdaki fotoğraf şapka takmadığı idama götürülen kişileri gösteriyor,0
video lunaparktaki savaş uçağı pilotunu gösteriyor,0
sahibindencomun alan adının başka firma tarafından satın alındığı iddiası,0
julian assangeın abdye iadesi karara bağlanacak,1
istanbulda sayıda canlı vahşi hayvan ele geçirildi,1
görsel ru uyku deneyleriyle alakalı,0
gazzeye destek çağrısında bulunan suudi imamın tutuklandığı iddiası,0
fotoğrafın insan yüzüne benzeyen kayaları gösterdiği iddiası,0
bir gün benim sözlerim bilimle ters düşerse bilimi seçin sözünün atatürke ait olduğu iddiası,0
bakan fidan suriyenin yeni lideri şera kasyun dağında şam manzarası izledi,1
araştırma alzheimer riski düşük meslek taksicilik,1
dedikodu cinayeti eski eşi hakkında konuşan akrabasını öldürdü,1
murat ağırelin eski bir görüntüyü darbe girişimi sonrasındanmış aktardığı iddiası,0
ankaranın sularında lejyoner bakteri tespit edildiği iddiası,0
magdeburg noel pazarı saldırganı tutuklandı,1
chpden belgrad ormanı iddialarına ilişkin açıklama dokunmaya kalkışanlar bilsin karşılarında milyonları bulurlar,1
japonyada yıl sonuna kadar mikrodalga fırınlarının piyasadan kaldırılacağı iddiası,0
çinin gölgesinde bağımsızlık savaşı lainin zaferi,1
fotoğrafın 51 yaşındaki suudi prens kahtani 7 yaşındaki eşini gösterdiği iddiası,0
kötü olabilir,1
futbolcu piquenin shakirayı arkadaşının annesiyle aldattığı iddiası,0
acı kavunun omurga hastalıkları sinüzite iyi geldiği iddiası,0
saadet partisinde olağanüstü kongre iptal kulislere göre nedeni ortak adayda uzlaşılamaması,1
fransada gisèle pelicot davası sanıklara hapis cezası,1
muğlada helikopter hastaneye çarptı 4 kişi hayatını kaybetti,1
videonun süveyş kanalının açılmasını bekleyen gemileri gösterdiği iddiası,0
basılı gazetelerin son durağı,1
erdoğan putinin tokalaşırken çekilen fotoğrafı,0
türkiyeafrika dışişleri bakanları zirvesi ankaranın öncelikleri neler,1
sık deneyimlenen sorunlardan erken boşalma,1
yenidoğan çetesinin geçmişi zamana uzanıyor,1
memur zammı hakem kurulu kararı yaklaşıyor,1
depremin karanlığında yön bulmaya çalışırken devlet nedir,1
kastamonuda midibüs devrildi 1 ölü 23 yaralı,1
video abd özel kuvvetlerinin körfez savaşını simüle ettiğini gösteriyor,0
fransada israili protesto etmek mcdonalds önüne gübre döküldüğü iddiası,0
almanya cumhurbaşkanı steinmeierin türkiye ziyareti,1
esenyurt belediye başkanı ahmet özerin istiklal marşı okumadan oturumdan ayrıldığı iddiası,0
fotoğraftaki kadın idam mahkumu değil,0
magdeburg noel pazarı saldırganı tutuklandı,1
video 23 kasım düzce depreminden sonra çekildi,0
görsel vanhakkari arasındaki güzeldere geçidini gösteriyor,0
iskoçyanın ilk müslüman başbakanı hamza yusuf kürtaj hakkına eşcinsel evliliklere karşı çıkacağını ilan etti,0
fotoğrafta atatürkün yanındaki kişi müzeyyen senar,0
fidanblinken görüşmesi türkiyeabd arasında yeni süreç,1
görselde yer alan fotoğraf manavgatta çıkan yangına ait,0
video israilde satılan filistinli oyuncak bebeği gösteriyor,0
lidyalılara ait 1055 adet sikke kaçakçıların elinden kurtarıldı türkiyeye teslim edilecek,1
akçakocaya vuran lenin büstünün hikâyesi,1
fotoğrafın aselsanın ürettiği 10 bin kilometre menzile sahip kıtalararası füzeyi gösterdiği iddiası,0
ziraat türkiye kupasında gruplar belli oldu,1
fitch depremin maliyeti 4 milyar doları bulabilir,1
nasreddin hoca kitabında eşlilikten bahsedildiği iddiası,1
kelebeklerin ömrü bir gün,0
fotoğraf sednaya hapishanesinde zincirli olarak duran mahkumu gösteriyor,0
unitedhealthcare krizinde yapay zekanın etkisi neydi,1
gazetecilerden dervişoğlunun korumaları hakkında suç duyurusu,1
katar prensesinin ismi ingilterede seks skandalına karıştı,0
japonya türkiye cumhuriyeti vatandaşlarına vize zorunluluğu getirdi,0
yeşil sol parti hdp ikinci tur seçim tutumunu açıkladı,1
sinan ateş cinayeti davası başladı ilk duruşmada neler yaşandı,1
cumhurbaşkanı erdoğan ankara mitinginde yavaşı hedef aldı kuruma oy istedi nedir yavaşlardan çektiğimiz,1
israilde kanserin görüldüğü kimsenin kanserden ölmediği iddiası,0
çgdden ankarada gazetecilerin engellenmesi sözlü şiddete maruz kalmasına tepki hukuk tanımazlığa derhal son verin,1
türkiyede iklim kaygısı artıyor,1
27 istanbul tiyatro festivali açılışını pina bauschun café mülleri yapacak,1
gazeteci furkan karabay tutuklandı,1
fotoğrafın atatürkü bir kurt köpeğiyle yan yana gösterdiği iddiası,0
magdeburgta iki türk yaralı,1
abdde çıkan bir yasa çocukların aile izni olmadan cinsiyet değiştirmesine izin veriyor,0
izmir büyükşehir belediyesinin diktiği kadın heykeli iddiası,0
videonun iranlı kadınların düzenlediği çıplak protestoyu gösterdiği iddiası,0
türkiye kuzey kıbrıs famagusta dizisine tepki gösterdi,1
kocaeli tmo patlamasında 8 milyon ton hububat yandı,0
suriyede iç savaşın sona ermesi kadar zor,1
joe biden katıldığı açılışta boşlukla konuştu,0
türkiyede görülen batı nil virüsü nedir,1
bir sınıfta sarıklı bir kişinin ders verdiği fotoğraf güncel,0
pizza çalan martı videosu gerçek,0
2022 dünya kupası rekorlar protestolar tarihi final,1
16 yeni vali atandı,1
videonun ege denizindeki güncel bir depremi gösterdiği iddiası,0
video iranın israile saldırısı sonrasında çıkan yangını gösteriyor,0
tekirdağda kuyumcuya sahte altın sattıkları belirlenen 5 şüpheli tutuklandı,1
fotoğrafın türk bayrağı yakan suriyelileri gösterdiği iddiası,0
nikola teslanın röportajı 116 yıl sonra ortaya çıktı iddiası,0
fotoğraftaki kişi öldürüldüğü söylenen israilli keskin nişancı barib yariel,0
fransada emeklilik reformu,1
başkan adayına suikast ekvadorda çetelerin hakimiyeti,1
atatürkün türkiyenin gerçek kurucusunun lloyd george olduğunu söylediği iddiası,0
muğlada hastaneye çarparak düşen helikopterin enkazı kaldırıldı,1
türkiye ab suriye konusunda hangi başlıklarda uzlaştı,1
abd başkanı joe biden boşluğu selamladı,0
fotoğrafın chp kadın kollarından ayla öcalan isimli kişiyi sözlerini gösterdiği iddiası,0
çığdan ailesini bırakıp kaçan babayı gösteren anın gerçek olduğu iddiası,0
ekolojik yıkımla mücadele istanbul zaman daralıyor,1
tavşanın yangından kurtarıldığı anları gösteren video izmirden,0
david beckhamın atatürk portresi önünde selfie çektiği iddiası,0
otoparktan atılan arabaları gösteren video fransadaki protestolardan,0
m çiçeği pandemi korkusu üzerinden ırkçılık körükleniyor,1
bülent arınçın görüldüğü fotoğrafın fethullah gülenin evinde çekildiği iddiası,0
wsj türkiye suriyeye sınırötesi operasyon hazırlığında,1
fotoğraftakilerin gerçek uzaylılar olduğu iddiası,0
gazeteciler nazım daştan cihan bilgin siha saldırısında öldürüldü,1
naci görürden istanbullulara tepki gelmekte olan deprem tehlikesine inanmak istiyorsunuz maraş yetmedi,1
flash tvde al sana haber programına bağlanan kişinin lütfi elvan olduğu iddiası,0
fotoğraftaki otomobillerin kuveytte 73 derece hava sıcaklığından eridiği iddiası,0
fotoğrafın orduda sağlam kalan eski yıkılan yeni köprüleri gösterdiği iddiası,0
reklam arap ülkelerinden değil trabzondan 2015e ait,0
tüik verileri ortaya koydu işte yüksek beyin göçü oranına sahip iş alanları,1
sahte dolar iddialarıyla ilgili neler biliniyor,1
israilden refah operasyonu sivillerin tahliyesine başlandı,1
aşı olanlar varyant virüsleri yayıyor,0
otomatın altından çıkan örümcek videosu gerçek,0
karar yazarı oğur almanya pazarında 5 kişiyi öldüren teröristin kimse batılılaşmış islam karşıtı olacağını düşünmezdi,1
prof dr kadıoğlundan istanbullulara deprem uyarısı kritik bölge neresi,1
mecliste tansiyon yükseldi erdoğan imamoğlunun diploması yeniden gündemde,1
7 ocak 2021 tarihli bilim kurulu toplantısında önlemlere uyulmadığı iddiası,0
thy guinness dünya rekoru kırdı,1
istanbul sahilinde mayın paniği sahil güvenlik harekete geçti,1
videoda subayın elini sıkmadığı kişinin hüda par başkanı olduğu iddiası,0
the simpsonsın sedat peker videolarını önceden bildiği iddiası,0
ihsan bayram sitesi davasında yeni gelişme seyhan belediyesi eski imar müdürü hakkında iddianame hazırlandı,1
video bidenın sen seksi bir çocuksun dediği anları gösteriyor,0
işid davasında tahliye edilen sanık hakkındaki karara itiraz eden yargıtay üyesi saldırıdan haberdarmış,1
akkuyu nükleer santralinin açılması gecikti,1
iddiadaki paylaşım haluk bilginere ait,0
ekrem imamoğlunun istanbul imamlar birliği hakkında duyuru yaptığı iddiası,0
görsel mor lahananın yakınlaştırılmış hâlini gösteriyor,0
kayserispor kulübü başkanı ali çamlı istifa ettiğini açıkladı,1
hakem melere yumruk atan ankaragücünün eski başkanı ilk hakim karşısına çıktı tehdit suçlamasını reddetti,1
robloxu yasaklamak çocuk istismarını engeller,1
beşar esadın korumasız dolaştığı ifade edilen videonun güncel olduğu iddiası,0
videonun almanyadaki insan eti reklamını gösterdiği iddiası,0
sosyalist emekçiler partisi üyelerinin varlığı olmayan terör örgütüne üye oldukları iddia edildi ifadede airsoft silah berkin elvan soruldu,1
ertuğrul özkök 5 aralık akşamı fahrettin altunun adamları cnn rejisini aradı,1
video izmirde bozuk bir yolu gösteriyor,0
avrupa konseyi insan hakları komiserinden türkiye raporu aym aihm kararlarının uygulanmaması anayasal düzeni zayıflatıyor,1
idris balukene tahliye diğerleri,1
avustralyada 253 kilometre hızla giden gencin arabası imha edildi,1
fotoğrafların 30 ekim 2020 izmir depreminde kaydedildiği iddiası,0
yenidoğan çetesi davası iddialar suçlamalar neler iktidar muhalefet diyor,1
kabataşbağcılar tramvay hattında seferler normale döndü,1
fotoğraf adnan ötüken kütüphanesini gösteriyor,0
sezgin tanrıkulunun yer aldığı fotoğraf tahir elçinin cenaze töreninde çekilmiş,0
amerikada yetenek yarışmasında ilahi söyleyen kişinin jüriyi ağlattığı iddiası,0
magdeburg saldırısının zanlısına ilişkin biliniyor,1
video dünya dışından gelen bir yaratığı gösteriyor,0
ebe hemşirelerden yönetmelik tepkisi yoksulluk sınırı altında kalan bir ödemeyi hak etmiyoruz,1
görselin finlandiyadaki boynuzları boyanmış bir ren geyiğini gösterdiği iddiası,0
işkurun 7 bin 400 suriyeli istihdam edeceği iddiası,0
