Title,Label
Covid-19'dan korunmak için dezenfektan tüketen 800 kişinin öldüğü iddiası,YANLIŞ
Aşılar Covid-19 Salgınından Önce mi Üretildi?,YANLIŞ
İspanya'da Adana isminde bir kasaba bulunduğu doğru mu?,DOĞRU
Ataşehir'de park kavgası kanlı bitti: 1 kişi hayatını kaybetti,DOĞRU
"Görüntüler ""kendi kendini"" vuran İran füzelerini mi gösteriyor?",YANLIŞ
İranlı sosyal medya fenomeni Kağıthane'deki evinin penceresinden düştü; evde mahsur kalan çocuğunu itfaiye kurtardı,DOĞRU
İzmir’de 2 kişinin yaşamına mal olan ihmal: Sorumlu kim?,DOĞRU
"Hindistan, İki Güneş mi Görüldü?",YANLIŞ
Barcelona’nın stadı Camp Nou’da Atatürk posteri açıldığı ve Messi'nin Atatürk baskılı tişört giydiği iddiası,YANLIŞ
Kilisede ezan okuyan kişi Netanyahu’yu protesto eden bir papaz mı?,YANLIŞ
Nazım Daştan ve Cihan Bilgin eylemi: Gözaltına alınan gazeteciler savcılığa sevk edildi,DOĞRU
Johnson&Johnson aşısının prospektüsünün gizlendiği iddiası,YANLIŞ
🔔  Yurt dışı ikinci tur oy verme süreleri uzatıldı,DOĞRU
Görüntülerin Endonezya'daki Merapi yanardağı patlamasına ait olduğu iddiası,YANLIŞ
Yolun sonu: SBF yargıç karşısında,DOĞRU
Fotoğraf Türkiye'den Nablus'a Giden Bir Konteynerde Yakalanan Silahları mı Gösteriyor?,YANLIŞ
Devasa hortumun görüldüğü video ABD’deki güncel kasırgaları mı gösteriyor?,YANLIŞ
"AFAD ekipleri ve UMKE, Sednaya Hapishanesi'nde arama kurtarma operasyonu yürütüyor",DOĞRU
RFS ilk Avrupa puanını Galatasaray’dan mı aldı?,YANLIŞ
İstanbul için kentsel dönüşümde kira yardımı artırıldı,DOĞRU
"ODTÜ'nün eski rektörü Verşan Kök, Türk-Japon Bilim ve Teknoloji Üniversitesi Rektörlüğüne atandı",DOĞRU
"Türkiye, BRICS üyeliği konusunda hangi mesajları veriyor?",DOĞRU
Fotoğraf 1700 yıllık bir yumurtayı mı gösteriyor?,DOĞRU
Bozburun’daki marina sözleşmesi 13 günlük şirkete verilmiş!,DOĞRU
Tolunay Ören'in kalp damar uzmanları dünya şampiyonasında birinci olduğu iddiası,YANLIŞ
Kadına şiddeti iş işten geçmeden önlemek mümkün,DOĞRU
"Mansur Yavaş: SGK, 900 milyar liralık alacağını tahsil etmiyor, onların kimler olduğu açıklansın, millet görsün",DOĞRU
Video Kaliforniya'daki deprem anını mı gösteriyor?,YANLIŞ
Görselin aynı anda iki güneş görüldüğünü gösterdiği iddiası,YANLIŞ
Çin ve Rusya’nın Covid-19 aşılarının grip aşısından farkı olmadığı iddiası,YANLIŞ
Mağara evi diye paylaşılan görseldeki yapının Polatlı’dan olduğu iddiası,YANLIŞ
Fotoğraf Ateizm Derneği’nin Metin Uca’nın Cenazesine Çiçek Gönderdiğini mi Gösteriyor?,YANLIŞ
HPV aşısı: Belediyelerin uygulamaları yeterli mi?,DOĞRU
Bayburt’ta yapılacak havalimanının 2 milyon yolcu garantili olduğu iddiası,YANLIŞ
Şanlıurfa'da 5 gün boyunca eylem ve gösteriler yasaklandı,DOĞRU
Ankara'nın Altındağ ilçesinde öldürülmüş hâlde çok sayıda köpek bulundu,DOĞRU
ABB'nin Güvenpark'a kurduğu dijital pano TMMOB tarafından şikayet edildi,DOĞRU
Danimarka’da elektrik enerjisinin yüzde 40’ının dalgalardan sağlandığı iddiası,YANLIŞ
Görselde Fethullah Gülen’in yanında duran kişinin Kemal Kılıçdaroğlu olduğu iddiası,YANLIŞ
Dünya 2023 seçimlerine nasıl bakıyor?,DOĞRU
Fotoğrafın yıllarca kadınlar hamamında kör taklidi yaparak ud çalan birini gösterdiği iddiası,YANLIŞ
Görüntülerin Brezilya'daki aşı karşıtı eylemleri gösterdiği iddiası,YANLIŞ
"Filenin Sultanları, tarihinde ilk kez Avrupa Şampiyonu!",DOĞRU
Video Yunanistan'da Bayrağın Kırmızı Beyaz Olmasına Dair Tartışmayı mı Gösteriyor?,YANLIŞ
Fotoğrafın Florence Kasırgası'nda vegan ürünleri kimsenin almadığını gösterdiği iddiası,YANLIŞ
"Mersin Gümrük İdaresi'nde ""rüşvet"" operasyonu: 91 kişi tutuklandı",DOĞRU
Tişrin Barajı'nda çökme tehlikesine Türkiye'den önlem,DOĞRU
Seçime doğru Putin'den nükleer resti,DOĞRU
"Bahçeli: 'Yaptığımız ve söylediğimiz her şeyin arkasındayız, Kürt kardeşlerimizle kucaklaşıyoruz'",DOĞRU
Harmony Girişiminin “Türk Gelin Yabancı Damat” Temalı Bir Projesi Yok,YANLIŞ
CHP'li Konuralp'ten Ali Erbaş'a tepki: 'Bir Audi’yi Diyanet İşleri Başkanı'na çok gördüler' demekten çekinmedi!,DOĞRU
Diyarbakır sise teslim: Uçak seferleri bugün de iptal edildi,DOĞRU
‘Dağdan geçmeyen tünel’ fotoğrafı aslında neyi gösteriyor?,DOĞRU
Hizbullah tarafından işkenceyle katledilen Konca Kuriş'in baskı altında çekilmiş görüntüleri ortaya çıktı,DOĞRU
"Aile Bakanı Göktaş'tan sosyal medyaya ""16 yaş kısıtı"" açıklaması",DOĞRU
2022: Aposto’nun yıl sonu mektubu,DOĞRU
Sahra tozu Atina'da gökyüzünü turuncuya boyadı,DOĞRU
Diyanet’in kedi ve köpek beslemeyi haram ilan eden bir fetva verdiği iddiası,YANLIŞ
Video Seferberlik Nedeniyle Ülkeden Kaçan Rusları mı Gösteriyor?,YANLIŞ
"Gelecek, Saadet ve DEVA, 'çatı parti' için bir kez daha masada: Davutoğlu'nun 'Ruhum AK Parti'den hiç kopmadı' açıklaması nasıl tartışılıyor?",DOĞRU
Mera otlatma planındaki ücretlendirmeler yeni değil,YANLIŞ
Görsel COVID Aşısından Sonra Vücutta Gezen Zehri Alan Sülükleri mi Gösteriyor?,YANLIŞ
CHP Çankaya adayı Güner: Genel Başkanla ailevi ya da ticari bir ilişkim olduğu için adaylaşmadım',DOĞRU
🔔 Can kaybı 21 bin 43’e yükseldi,DOĞRU
Video Tel Aviv’deki Netanyahu Karşıtı Gösteriyi mi Gösteriyor?,YANLIŞ
Fotoğrafın depremzedeler için yapılan konutları gösterdiği iddiası,YANLIŞ
Time dergisi Diyarbakır'ı Türkiye’nin en iyi imar uygulamasına sahip kenti ilan etti mi?,YANLIŞ
A Haber'in Türk Lirası ve Pakistan Rupisi hakkında alt bant kullandığı iddiası,YANLIŞ
"TESK Başkanı Palandöken'den, sahte Milli Piyango bileti uyarısı",DOĞRU
Gökhan Zan krizi: Seçime girebilecek mi?,DOĞRU
"İstanbul Barosu: Basın mensuplarının çatışma bölgelerinde hedef alınması, Cenevre Sözleşmesi'nin ihlali niteliğindedir",DOĞRU
Fotoğraftaki Altı Kirli Şahıs ABD Başkanı Joe Biden mı?,YANLIŞ
Videonun mutluluk hormonunu gösterdiği iddiası,YANLIŞ
Görseldeki Makale Arzulanan Erkek Özelliklerini Ortaya Koyan Bir Araştırmayı mı Gösteriyor?,YANLIŞ
Elon Musk ve Trump'ın fotoğrafına benzeyen tablo gerçek mi?,YANLIŞ
Videonun Ukrayna'ya yapılan roket saldırısını gösterdiği iddiası,YANLIŞ
Memleket Partisi üyelerinin istifa ettiğini duyuran hesapların gerçek olduğu iddiası,YANLIŞ
"Netanyahu: Golan Tepeleri, sonsuza kadar İsrail'in ayrılmaz bir parçası olacak",DOĞRU
Beyrut’ta atom bombası patladığı iddiası,YANLIŞ
Videonun koşan kaplumbağaları gösterdiği iddiası,YANLIŞ
İsmailağa Cemaati 'Cübbeli Ahmet' ile bağlarının kalmadığını açıkladı: Cemaat hakkında neler biliniyor?,DOĞRU
Görsel İran Cumhurbaşkanı Reisi'nin Helikopterinin Enkazını mı Gösteriyor?,YANLIŞ
Videonun LeBron James’in panyayı kırdığı anları gösterdiği iddiası,YANLIŞ
"Recep Tayyip Erdoğan, İsrail ile Hamas Arasındaki Çatışmaların Ardından Filistinli Çocuklarla Görüştü mü?",YANLIŞ
Okan Buruk Old Trafford'da Galibiyet Alan İlk Türk Teknik Direktör mü?,YANLIŞ
Hollanda'da suçlu olmadığı için hapishaneler kapatılıyor,DOĞRU
Ukrayna Barış Zirvesi: İsviçre'deki buluşmaya Rusya da Çin de katılmadı,DOĞRU
Bir timsahın kendi kendine ürediği iddiası,DOĞRU
Video Donald Trump'ın Mason Kulübünden Rütbe Alış Törenini mi Gösteriyor?,YANLIŞ
Mersin'de gümrük operasyonu; aralarında kamu görevlilerinin de bulunduğu 114 kişi gözaltında,DOĞRU
Hamile kadını İstanbul'da sokak ortasında kaçırmaya çalıştılar!,DOĞRU
"Nasuh Mahruki'nin üç yıla kadar hapsi istendi: İddianamede neyle suçlandı, kendisini nasıl savundu?",DOĞRU
Videodaki kişi domuz eti reyonuna gerçekten idrarını yapıyor mu?,YANLIŞ
"Hrant Dink davası sanığı eski Jandarma İstihbarat personeli, CHP'ye katılmış",DOĞRU
"Videodaki Gözde Oluşan Vaka, 'Pfizer' Aşısından Sonra mı Gerçekleşti?",YANLIŞ
Garson servis yapınca su fiyatının ikiye katlandığı video gerçek mi?,YANLIŞ
Uzman çavuş Orhan Sürmen ve kanıyla ıslandığı iddia edilen Kuran-ı Kerim,YANLIŞ
AFAD: 7 ilde 400 sel vakası bildirildi; Manavgat’ta mahsur kalan 236 kişi güvenli alanlara tahliye edildi,DOĞRU
Sahilde etek boyunun ölçüldüğünü gösteren fotoğraf CHP döneminden mi?,YANLIŞ
"Aile Bakanı Göktaş'tan sosyal medyaya ""16 yaş kısıtı"" açıklaması",DOĞRU
İstanbul’da liderleri yakalanan uluslararası uyuşturucu karteli çökertildi,DOĞRU
Kanal D’nin Demirtaş ve Kavala’nın görüntülerini buzlayarak verdiği iddiası,YANLIŞ
Şarkıcı Murat Kekilli’nin annesi son yolculuğuna uğurlandı,DOĞRU
Fotoğraf Muharrem İnce'nin Maltepe mitingine ait uydu görüntüsü mü?,YANLIŞ
Altın ve çay günlerinin koronavirüs nedeniyle üç hafta yasaklandığı iddiası,YANLIŞ
Denizli'de yakın geçmişte meydana gelen sarsıntılar büyük bir depremin habercisi olabilir,DOĞRU
Japonya Eski İçişleri Bakanı Kazuhiro Haraguchi'nin Aşıların Milyonlarca İnsanı Öldürdüğünü Söylediği İddiası Doğru mu?,YANLIŞ
Fransa’nın Ukrayna Büyükelçisi Etienne de Poncins’in Zelenski’yi eleştirerek istifa ettiği iddiası,YANLIŞ
"🔔 İmamoğlu: “Kılıçdaroğlu, her CHP’linin adayıdır”",DOĞRU
"KADES verisi: Diyarbakır'da bu yıl 1631 kadın ""imdat"" butonuna basarak yardım aldı",DOĞRU
Ortadoğu'da gerilim tırmandı: Muhtemel savaş hazırlıkları başladı,DOĞRU
Kenya hükümeti: 4 Türk vatandaşı Türkiye'ye iade edildi,DOĞRU
Ankara Büyükşehir Belediyesi’nin dans görüntüleriyle gündem olan temizlik işçisini işten çıkardığı iddiası,YANLIŞ
Şanlıurfa Büyükşehir Belediye Başkanı Mehmet Kasım Gülpınar YRP'den istifa etti,DOĞRU
"Videodaki Drone’lar, Global İnternet Krizi Nedeniyle mi Düştü?",YANLIŞ
Anayasal düzene başkaldırı: Devlette yargı krizi,DOĞRU
"Bakan Kurum, COP29'da ‘Türkiye'nin İklim Yol Haritası’nı açıkladı",DOĞRU
Fotoğraf CHP Dönemi Yapılan Mayo Denetimini mi Gösteriyor ?,YANLIŞ
Bill Gates’in aşılarla dünya nüfusunu azaltmayı amaçladığı iddiası,YANLIŞ
İkbal Uzuner ve Ayşenur Halil'i katleden Semih Çelik'in ailesi soyadını değiştirmek istiyor,DOĞRU
Merkel'den Türk kahvesine sıra dışı tarif,DOĞRU
Astronot kabartmasının binlerce yıl öncesinden olduğu iddiası,YANLIŞ
Zürafalarla insanlar aynı sayıda boyun kemiğine mi sahip?,DOĞRU
Diyarbakır'ı etkisi altına alan sis 5. gününde; İstanbul ve İzmir uçak seferleri iptal edildi!,DOĞRU
CHP’nin adayı ya İmamoğlu ya Yavaş,DOĞRU
"Cinsel Şiddetle Mücadele Derneği 10. yılını kutladı: ""Mücadelemiz 10 yaşında!""",DOĞRU
Videoların yeni İstanbul Havalimanı’nda su baskını yaşandığını gösterdiği iddiası,DOĞRU
Videodakilerin Çağlayan Adliyesi'nde Gülşen davası için toplandığı iddiası,YANLIŞ
"Fatih Altaylı: Yargıtay, Can Atalay’dan 'esirgediği' adaleti, IŞİD’li teröristlerden 'esirgemedi'",DOĞRU
DSÖ’nün Covid-19 ölümlerinin aşılı ülkelerde artarken Afrika’da azaldığını açıkladığı iddiası,YANLIŞ
İstanbul’da bu hafta,DOĞRU
RTÜK ilk kez bir tarikat etkinliğini kamu spotu yaptı iddiası gerçek değil,YANLIŞ
"""Lokantamda yabancı çalıştırmıyorum"" diyen kişi Suriyeli mi?",YANLIŞ
"7 soruda yerel seçimler: Seçmenler nasıl oy kullanıyor, önce hangi oylar sayılacak, oy verme saatleri",DOĞRU
Fotoğraf Davutoğlu parti kurduktan sonra değil 2012 yılında çekildi,YANLIŞ
Arakan'daki Müslüman katliamından olduğu iddiasıyla paylaşılan 18 yanlış görüntü,YANLIŞ
TBMM'de bu hafta; Genel Sağlık Sigortası ve aile hekimliği ile ilgili düzenlemeler getiren torba kanun görüşülecek,DOĞRU
Tasarruf tedbirleri gerekçesiyle Bergama Cumhuriyet Anadolu Lisesi'nde bir öğün kaldırıldı,DOĞRU
"Sosyal Medya Kesintisinin Sebebi, 13 Yaşında Çinli Bir Hacker mı?",YANLIŞ
Yolculuğu haram eden A Jet,DOĞRU
Instagram fenomeni Neşe Özkan estetik ameliyat sonrasında hayatını kaybetti,DOĞRU
Kemal Kılıçdaroğlu’nun Facebook reklam masrafının son bir ayda 1 milyon dolar olduğu iddiası,YANLIŞ
"Karpuz dilimi, Filistin bayrağını mı sembolize ediyor?",DOĞRU
"Suriyeli muhalif lider yorumladı: SMO, HTŞ'ye nasıl bakıyor? Kobani operasyonu gündemde mi?",DOĞRU
Fotoğraf Çekim Sonrası Hulusi Kentmen’in Otobüs Bekleyişini mi Gösteriyor?,YANLIŞ
Gazeteciler Cemiyeti: Gazetecilere bu zulmü mevzuata uyduran idarecileri kınıyoruz,DOĞRU
İBB duyurdu: İstanbul’a 144 yeni metro aracı geliyor,DOĞRU
10 Ekim Barış Derneği: Atatürk Havalimanı'nda katliam yapan 6 IŞID'liye verilen tahliye kararından derhal vazgeçilmelidir,DOĞRU
İskoçya’da regl ürünlerinin ücretsiz olmasına karar verildiği iddiası,DOĞRU
Helal Akreditasyon Kurumu'nun keseceği cezalar artırıldı,DOĞRU
"Cumhurbaşkanı Erdoğan, Almanya'da Noel pazarına düzenlenen saldırıyı kınadı",DOĞRU
Modern Noel Baba tasvirini Coca Cola’nın yarattığı iddiası,YANLIŞ
Türkiye’nin Ortalama IQ Seviyesi 2023’te 89’a mı Geriledi?,YANLIŞ
Ne kutsal bir geçmiş ne hayali bir gelecek: 'Sosyal çürüme' söylemi neyi gizliyor?,DOĞRU
Eğlence görüntüleri nedeniyle tepki çekmişti; SMA'lı İkbal'in babası başından vurulmuş bulundu,DOĞRU
Erdoğan’dan Şam’a sürpriz ziyaret iddiası: Emevi Camii'ni ziyaret edebilir,DOĞRU
"Sergio Agüero, Aşının Yarattığı Komplikasyonlar Nedeniyle mi Futbolu Bıraktı?",YANLIŞ
Esad’ın Suriye’de Latin harflerine geçileceğini açıkladığı iddiası,YANLIŞ
Muğla'da hastaneye çarparak düşen helikopterin enkazı kaldırıldı,DOĞRU
Bordeaux’ta Bir Tramvayın Şarap Şişesinden Olduğu İddiası Doğru mu?,YANLIŞ
Kaçak ‘medrese’de ölüm,DOĞRU
Fotoğrafın Ankara’daki güncel protestolardan olduğu iddiası,YANLIŞ
Videonun Batman’daki güncel AK Parti mitinginden olduğu iddiası,YANLIŞ
Fotoğrafın Frankfurt'ta iPhone parçaladığı için akıl hastanesine gönderilen kişiyi gösterdiği iddiası,YANLIŞ
121 kişiye mezar olan Farklı Yaşam Rende Sitesi'nin iddianamesi hazırlandı: Binanın yıkılabileceği öngörebilecek durumdaydı,DOĞRU
Sedat Peker'e ait olduğu iddia edilen sağlık raporu,YANLIŞ
Ayhan Bora Kaplan soruşturmasında gözaltına alınan Şube Müdürü Kerem Öner serbest bırakıldı,DOĞRU
Şehitlere Saygı Yürüyüşü'nden olduğu iddia edilen dans görüntüleri doğru mu?,DOĞRU
Video Hizbullah’ın Tel Aviv'i vurduğunu mu gösteriyor?,YANLIŞ
Kadıköy’de saldırıya uğrayan üç gencin yaşlı bir kadını kurtarmaya çalıştığı iddiası,YANLIŞ
SGK tarafından CHP’li belediyelere uygulanan haciz işlemleri TBMM gündeminde!,DOĞRU
Video 20 Kasım’da Gerçekleştirilen Hava Harekatından mı?,YANLIŞ
KKTC bayrağını Necmettin Erbakan'ın çizdiği iddiası,YANLIŞ
Hulusi Bey bu köyde Allah korkusu oranı ne!,DOĞRU
15 Bin Osmanlı Askerinin Filistinliler Tarafından Kör Edildiği İddiası Doğru mu?,YANLIŞ
Sahte belgelerle yurt dışı eğitim kredi desteği alan 149 şüpheli hakkında gözaltı kararı,DOĞRU
Fotoğrafın Japonya Sağlık Bakanı'nı gösterdiği iddiası,YANLIŞ
Cumhurbaşkanı Erdoğan’ın Korumalarının Protestocuları Bağırarak Bastırmaya Çalıştığı Görüntüler Güncel mi?,YANLIŞ
Kürtçe tiyatro neden yasaklanıyor?,DOĞRU
Bozuk asfalt yol görüntülerinin İstanbul'dan olduğu iddiası,YANLIŞ
Otomotiv pazarı ekonominin pozitif seyretmesiyle 2025'in ikinci yarısında daha da büyüyebilir,DOĞRU
“Avrupa'nın kalkanı” Yunanistan,DOĞRU
Grev hazırlığı: AFP ve Reuters çalışanları,DOĞRU
Yüzerken resim yapan kişinin Salvador Dali olduğu iddiası,YANLIŞ
Hollanda’da Bill Gates’in finanse ettiği yapay et fabrikasının yandığı iddiası,YANLIŞ
Sağlık Bakanlığı’nın Logosu Satanist İmgeler Barındırıyor mu?,YANLIŞ
1954’te kurulan Tuzla Cip Fabrikası ile ilgili iddialar,DOĞRU
Konya'da ‘chemtrails’ ile havadan zehirleme yapıldığı iddiası,YANLIŞ
"Yapay Zekâ Kontrolündeki Drone, Operatörü Öldürmeye Karar Verdi mi?",YANLIŞ
Videonun Cumhurbaşkanlığı'na ait yeni araçları gösterdiği iddiası,YANLIŞ
Bir imamın ateist olduğu gerekçesiyle istifasının istendiği iddiası,YANLIŞ
"Video, Ian Kasırgası Sonrası Florida Sokaklarını mı Gösteriyor?",YANLIŞ
Savcı Sayan'ın fotoğrafını çektiği kişinin Zekeriya Öz olduğu iddiası,YANLIŞ
"Açılışına Nicole Kidman katılmıştı, Sedat Peker sık sık bahsediyordu; Sezgin Baran Korkmaz'a ait ultra lüks otel mühürlendi",DOĞRU
Bilgi yarışmasında Türkiye'deki ortalama penis boyunun sorulduğu iddiası,YANLIŞ
'Hangover' kelimesinin iplerin üzerinde uyuyan insanlardan geldiği iddiası,YANLIŞ
"Cumhurbaşkanı Erdoğan, Almanya'da Noel pazarına düzenlenen saldırıyı kınadı",DOĞRU
Dr. Hasan Hüsnü Eren’in Covid-19 aşıları hakkındaki iddiaları,YANLIŞ
Çin devlet televizyonunda Rusya'nın bölüşüldüğü harita gösterildiği iddiası,YANLIŞ
"""Katliam Yasası"" ile yönetmelik arasında belediyeler zor durumda",DOĞRU
Videonun Filistinli vekilin deprem taziye mesajına verilen tepkiyi gösterdiği iddiası,YANLIŞ
Avrupa Parlamentosu: Kadın temsilinde 1979 seçimlerinden sonraki en büyük düşüş,DOĞRU
Türk bayrağının yer aldığı kale Halep Kalesi mi?,YANLIŞ
"""Covirgin"" Kelimesi Sözlüğe Eklendi mi?",YANLIŞ
Özgür Özel: 'İş anayasa değişikliğine gelecekse yokuz',DOĞRU
Hepatit B aşısı ve K vitamini yenidoğan bebekler için zararlı mı?,YANLIŞ
Türkiye'nin yeni Washington Büyükelçisi Sedat Önal: Karar Türk-Amerikan ilişkileri için ne anlama geliyor?,DOĞRU
Görüntülerin Trump’a suikast girişiminde bulunan kişiyi gösterdiği iddiası,YANLIŞ
Leonardo DiCaprio Ukrayna İçin Yardım Fonu’na 7.6 Milyon Sterlin Bağışladı mı?,YANLIŞ
Elektrik tellerine çarpan paramotor Hamas güçlerine mi ait?,YANLIŞ
Fotoğrafın Ekrem İmamoğlu'nu marketten içki alırken gösterdiği iddiası,YANLIŞ
Palandöken Dağı'nda çığdan yaralı kurtulan sporcular olayı anlattı: Aslında geri dönecektik...,DOĞRU
"Dışişleri Bakanı Fidan, Rus lider Putin ile görüştü",DOĞRU
"Hrant Dink davası sanığı eski Jandarma İstihbarat personeli, CHP'ye katılmış",DOĞRU
"🔔 Yasaklar kalktı, ilk sonuçlar geliyor",DOĞRU
Murat Kurum içki satış yasağını gevşeteceğini söyledi mi?,YANLIŞ
Paylaşımdaki Fotoğraf Şapka Takmadığı İçin İdama Götürülen Kişileri mi Gösteriyor?,YANLIŞ
Video lunaparktaki savaş uçağı pilotunu mu gösteriyor?,YANLIŞ
Sahibinden.com’un alan adının başka firma tarafından satın alındığı iddiası,YANLIŞ
Julian Assange’ın ABD’ye iadesi karara bağlanacak,DOĞRU
İstanbul'da çok sayıda canlı vahşi hayvan ele geçirildi,DOĞRU
Görsel Rus Uyku Deneyleriyle mi Alakalı?,YANLIŞ
Gazze'ye destek çağrısında bulunan Suudi imamın tutuklandığı iddiası,YANLIŞ
Fotoğrafın insan yüzüne benzeyen kayaları gösterdiği iddiası,YANLIŞ
Eğer bir gün benim sözlerim bilimle ters düşerse bilimi seçin sözünün Atatürk’e ait olduğu iddiası,YANLIŞ
Bakan Fidan ve Suriye'nin yeni lideri Şera Kasyun Dağı'nda Şam manzarası izledi,DOĞRU
Araştırma: Alzheimer riski en düşük meslek taksicilik,DOĞRU
Dedikodu cinayeti: Eski eşi hakkında konuşan akrabasını öldürdü,DOĞRU
Murat Ağırel’in eski bir görüntüyü darbe girişimi sonrasındanmış gibi aktardığı iddiası,YANLIŞ
Ankara’nın sularında lejyoner bakteri tespit edildiği iddiası,YANLIŞ
Magdeburg Noel pazarı saldırganı tutuklandı,DOĞRU
"CHP'den Belgrad Ormanı iddialarına ilişkin açıklama: Dokunmaya kalkışanlar bilsin ki, karşılarında milyonları bulurlar!",DOĞRU
Japonya'da Yıl Sonuna Kadar Mikrodalga Fırınlarının Piyasadan Kaldırılacağı İddiası,YANLIŞ
Çin’in gölgesinde bağımsızlık savaşı: Lai’nin zaferi,DOĞRU
Fotoğrafın 51 yaşındaki Suudi Prens Kahtani ve 7 yaşındaki eşini gösterdiği iddiası,YANLIŞ
“En kötü ne olabilir ki?”,DOĞRU
Futbolcu Pique'nin Shakira’yı arkadaşının annesiyle aldattığı iddiası,YANLIŞ
Acı kavunun omurga hastalıkları ve sinüzite iyi geldiği iddiası,YANLIŞ
Saadet Partisi'nde olağanüstü kongre iptal: Kulislere göre nedeni ortak adayda uzlaşılamaması,DOĞRU
Fransa’da Gisèle Pelicot davası: Tüm sanıklara hapis cezası,DOĞRU
Muğla'da helikopter hastaneye çarptı: 4 kişi hayatını kaybetti,DOĞRU
Videonun Süveyş Kanalı'nın açılmasını bekleyen gemileri gösterdiği iddiası,YANLIŞ
Basılı Gazetelerin Son Durağı,DOĞRU
Erdoğan ve Putin'in tokalaşırken çekilen fotoğrafı,YANLIŞ
Türkiye-Afrika dışişleri bakanları zirvesi: Ankara'nın öncelikleri neler?,DOĞRU
En sık deneyimlenen sorunlardan biri: Erken boşalma,DOĞRU
Yenidoğan çetesinin geçmişi ne zamana uzanıyor?,DOĞRU
Memur zammı: Hakem Kurulu kararı yaklaşıyor,DOĞRU
Depremin Karanlığında Yön Bulmaya Çalışırken: Devlet Nedir?,DOĞRU
"Kastamonu'da midibüs devrildi: 1 ölü, 23 yaralı",DOĞRU
Video ABD Özel Kuvvetleri'nin Körfez Savaşı'nı Simüle Ettiğini mi Gösteriyor?,YANLIŞ
Fransa'da İsrail'i protesto etmek için McDonalds önüne gübre döküldüğü iddiası,YANLIŞ
Almanya Cumhurbaşkanı Steinmeier'in Türkiye ziyareti,DOĞRU
Esenyurt Belediye Başkanı Ahmet Özer’in İstiklal Marşı okumadan oturumdan ayrıldığı iddiası,YANLIŞ
Fotoğraftaki kadın idam mahkumu değil,YANLIŞ
Magdeburg Noel pazarı saldırganı tutuklandı,DOĞRU
Video 23 Kasım Düzce Depreminden Sonra mı Çekildi?,YANLIŞ
Görsel Van-Hakkari arasındaki Güzeldere Geçidi'ni mi gösteriyor?,YANLIŞ
İskoçya’nın İlk Müslüman Başbakanı Hamza Yusuf Kürtaj Hakkına ve Eşcinsel Evliliklere Karşı Çıkacağını İlan Etti mi?,YANLIŞ
Fotoğrafta Atatürk’ün Yanındaki Kişi Müzeyyen Senar mı?,YANLIŞ
Fidan-Blinken görüşmesi: Türkiye-ABD arasında yeni süreç,DOĞRU
"Görselde Yer Alan Fotoğraf, Manavgat'ta Çıkan Yangına mı Ait?",YANLIŞ
Video İsrail'de Satılan Filistinli Oyuncak Bebeği Mi Gösteriyor?,YANLIŞ
