word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,Label
0,0,0,0,232,397,27,1,1,1,32,365,1,351,2,0
0,0,0,0,0,0,0,1,25,1,80,56,1,1,341,1
0,0,0,0,0,0,0,0,0,0,1130,1,265,1,1,1
0,0,0,21,538,398,1,1348,1,820,1476,1,1,1,1,1
0,0,0,0,0,0,0,130,1239,1349,1,47,25,329,539,0
0,0,0,0,0,0,0,0,0,0,8,1,1,4,2,0
0,0,0,0,0,442,1,1,366,1,197,1,3,1,5,0
0,0,0,0,0,0,0,0,599,1350,270,1,1351,1,11,0
0,0,0,0,0,0,0,0,8,1352,85,1,496,4,2,0
0,0,0,0,0,1,497,1,206,410,1,1,11,7,2,0
0,0,0,0,0,1346,1,1,1,108,301,1,3,1,251,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,8,1,1,4,2,0
0,0,0,0,1,1,1,310,1,1,90,1,32,38,271,1
0,0,0,0,0,0,0,0,83,299,51,1,1,1,5,0
0,0,0,0,0,0,0,8,1,1,1,1,382,4,2,0
0,0,0,0,940,876,39,26,540,708,1,153,941,1,877,0
0,0,0,0,0,1,1,1,1,1,142,40,27,755,1,0
0,0,0,0,0,0,0,0,0,0,1131,1,628,1,1,1
0,0,0,0,0,0,0,198,272,942,1,1,286,461,1,1
0,0,0,0,0,0,0,0,0,3,1,701,1,1,2,1
0,0,0,0,0,0,6,631,270,1,1,1,1,1,5,0
0,0,0,0,0,668,629,146,1,287,1,224,1,15,311,1
0,0,0,0,0,0,0,0,1027,239,41,256,1353,1,1,1
0,0,0,1,1,199,1354,108,570,1,1,1,1,1,1,1
0,0,0,0,0,0,0,67,15,1132,1,1,1,1,1028,0
0,0,0,0,0,1,1,170,1,44,1,1,1228,812,1,1
0,0,0,0,0,0,0,67,1,1,1,600,1,22,1,0
0,0,0,0,0,0,1,1,1,215,1,1,1,6,11,0
0,0,0,0,0,1,1,1,1,1,1,20,19,1,1,0
151,399,1477,479,1,1,1,872,213,1,15,571,1,152,30,1
0,0,0,0,0,0,0,1,1,1,1,18,10,66,1,0
0,0,0,0,0,0,127,94,1475,82,1,364,1129,1,122,1
0,0,0,0,0,0,0,0,41,1,934,756,411,1,1,1
0,0,0,0,0,0,0,1,1,1355,1,1,1,182,2,0
0,0,0,0,0,0,0,0,943,400,1,944,35,1478,1,1
0,0,0,0,0,0,0,10,572,709,1,1,13,1,710,0
0,0,0,0,0,0,352,1,1,261,89,199,669,1,2,0
0,0,0,0,1,1240,1,541,174,1,124,3,632,1,633,1
0,0,1479,44,1,94,1,1,1029,1,711,1,114,2,16,0
0,0,0,0,0,1,198,1,1,1,1,1,206,46,2,0
0,0,0,0,0,0,0,0,0,0,0,288,340,1,1,1
0,0,0,0,1,1,283,31,1,65,1,1,1,172,298,1
0,0,0,0,0,0,0,0,1,1,1,1,227,1,192,1
0,0,0,0,0,0,0,1,1,55,27,1,96,1,30,1
0,0,0,228,240,757,601,1,1,87,1356,1,1342,821,2,0
0,0,0,0,0,1,240,86,25,241,751,1,1,206,43,1
0,0,0,0,0,0,0,0,67,1,1,945,265,89,250,0
0,0,0,0,0,0,0,0,0,1,1,1,1,353,265,1
0,0,0,0,0,0,0,120,878,1,61,321,354,1,90,1
0,0,0,0,0,0,0,0,10,66,1,85,1,1,5,0
0,0,0,0,0,0,0,445,1030,1,53,1,1,1,2,0
0,0,0,0,1,1,1480,1,1,1,1,946,1,1,670,1
0,0,0,0,0,0,0,0,0,1,27,1,1,188,1,1
0,0,0,0,0,0,0,0,1,1,879,31,1,7,2,0
0,0,0,0,0,0,0,0,1,1,408,1234,1,1,307,1
0,0,875,542,522,142,573,77,602,21,161,297,220,149,30,1
0,0,0,0,0,0,0,0,0,0,0,312,425,288,703,1
0,0,0,0,0,207,1031,257,498,73,1357,1133,1358,73,480,1
0,0,0,0,0,0,1,12,21,412,215,1,1,4,2,1
0,0,0,0,0,0,0,0,1,1,1,1,170,1,2,0
0,0,0,0,0,233,426,499,183,1,1,1,1,1,1,1
0,0,0,0,0,1,23,1,1,1,1,1,1,242,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41,669,1
0,0,0,0,1032,40,3,1,1,287,1,249,2,11,34,0
0,0,0,0,0,0,0,0,0,1,569,1,1,15,216,0
0,151,1,200,880,1,134,1,144,135,1,1,134,1,1,1
0,0,0,0,0,0,10,1,76,1,22,34,1,201,126,0
0,0,0,0,0,0,1,500,1359,7,367,705,881,446,517,0
0,0,634,669,72,70,1033,127,447,24,882,543,1034,523,1035,1
0,0,0,0,0,1360,1,635,1,883,671,1,3,1,427,1
0,0,0,0,0,0,82,328,1,1,319,480,1,3,1,0
0,0,0,0,0,0,0,0,0,0,1,1,63,232,1,1
0,0,0,0,0,0,822,493,1361,1036,672,884,383,29,57,1
0,0,141,178,1,603,1,35,3,1481,68,88,234,7,2,0
0,0,0,0,0,0,0,0,0,1,1,289,947,1,342,1
0,0,0,0,0,216,1,1,1241,1,1037,1,1,146,758,1
0,0,0,0,0,0,0,10,1,74,1,1,673,1,5,0
0,0,0,0,0,0,0,145,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,273,481,604,1,12,948,544,258,1
73,428,272,498,100,412,1242,136,75,759,313,152,1,429,1,1
0,0,0,0,0,0,0,1,1,1,760,1,147,636,2,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,935,1
0,0,0,0,0,0,0,51,39,252,193,1,574,401,1,1
0,0,0,0,0,0,0,1,193,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,61,1,1,1,1465,1,1,0
0,0,0,0,1,3,1362,1,3,521,82,1,1,1,1,1
0,0,0,0,1,396,89,102,1,1,1,1482,949,1,173,1
0,0,0,0,0,0,637,1038,1243,189,2,1,1,189,1,1
0,0,0,0,0,0,0,1,1,1483,1,1,89,1,1,0
0,0,0,0,0,0,0,0,1244,110,1,1,1,242,2,0
0,0,0,0,0,0,0,0,184,156,1,138,712,1,427,1
0,0,0,0,0,0,0,1,3,1,1,1,7,2,16,0
0,0,0,0,0,0,0,0,0,0,0,0,243,1,482,1
0,0,0,0,0,0,0,0,0,9,1,14,1,7,2,0
0,0,0,0,0,0,0,8,1,14,118,76,1,7,2,0
0,0,0,0,0,9,1,1,1,1,1,1,190,4,2,0
0,1,761,1134,87,501,448,1,823,824,1484,1363,1,1,1,1
0,0,0,0,0,0,0,1135,1,13,7,20,19,70,259,0
0,0,0,1,1,1,1,48,284,1,384,1,1,274,713,1
0,0,0,0,0,0,1,1,1,7,20,19,601,396,16,1
0,0,0,0,0,0,0,0,0,6,825,819,1,1,5,0
0,0,0,0,1,1,1136,199,1,1,3,239,1,1,2,0
0,0,0,0,0,0,567,36,60,674,1245,762,1,413,402,1
0,0,0,0,0,0,0,0,0,6,314,1,1,322,1,0
0,0,0,0,0,0,0,0,0,1,947,1,1,1,2,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,826,1
0,0,0,0,0,373,28,1137,1,1,36,1,275,2,16,0
0,0,80,1,318,188,235,714,1039,142,1,95,32,315,93,1
0,0,0,0,0,0,0,0,0,9,1479,70,1,4,2,0
0,0,0,0,0,0,51,58,1,1,1,1,1,105,14,0
0,0,0,0,0,0,0,0,0,0,0,0,1485,1,1,1
0,0,0,0,0,0,0,0,1,1,354,1341,1,7,2,0
0,0,0,0,0,0,1,385,1,1,1,1,226,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1138,1
0,0,0,0,0,0,0,1,1,136,52,1,1,7,2,0
0,0,0,0,0,1131,445,1030,1,46,162,763,1,1,2,0
0,0,0,0,0,0,0,0,0,70,1339,1,1,1,1,0
0,0,0,0,0,0,0,0,1,1,1,1,1,24,137,1
0,0,0,0,0,0,0,0,0,593,1,1,1,414,2,0
0,0,0,0,0,0,0,162,1,1,1,1,1,147,154,0
0,0,0,0,0,0,0,0,8,1,13,12,1,4,2,0
0,0,0,0,0,0,0,3,1,1,7,635,1,1,2,0
0,0,0,0,0,0,0,0,6,1,1,74,1,1,5,0
0,0,0,0,0,0,1,1,1,1246,52,1,1,7,2,0
1,1,1135,1,1364,1364,1,1365,1,1,13,1,1486,1,1,1
0,0,0,0,0,0,0,1487,1,179,1,1,1,1,2,0
0,0,0,0,0,0,0,1,1,1,605,1,1,343,2,0
0,0,0,0,0,0,0,51,39,252,193,1,574,401,1,1
0,0,0,0,0,0,0,330,885,1,1,23,715,164,290,0
0,0,0,0,0,0,0,461,177,1,595,1,1,1,2,0
0,0,0,0,0,0,0,0,1242,1,1488,109,1139,1,1,1
0,0,0,0,0,8,941,1,59,950,1,313,1,4,2,0
0,0,0,0,0,0,309,1,65,1,1,1,606,124,1,1
0,0,0,0,0,0,0,0,27,1,103,111,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,827,1,1,0
0,0,0,0,0,0,0,0,97,69,116,1040,1,1,1,1
0,0,0,0,0,0,0,1,1,117,1,1,675,1,1,0
0,0,0,0,61,12,1,1,1135,1,147,1,1,951,258,1
0,0,0,0,0,0,0,159,1366,1,1,194,190,4,2,0
0,0,0,0,0,0,1,1,198,172,1,1,88,1,1,0
0,0,0,0,0,0,0,0,666,1,764,1,540,1,13,0
0,0,0,0,0,0,0,9,175,1,1,386,1,4,2,0
0,0,0,0,0,1247,1140,1,125,1,1,1489,1,180,1,1
0,0,0,0,0,0,0,0,202,94,1248,302,1,716,877,1
0,0,0,0,0,1,1,170,1,44,1,1,1228,812,1,1
0,0,0,0,0,0,0,0,0,0,1,1,40,1,258,1
0,0,0,0,0,0,0,0,400,878,386,1,1,1,331,0
0,0,0,0,0,0,0,575,10,1,1,1,1,1249,5,0
0,0,0,0,0,0,0,0,0,6,1,227,717,1,5,0
0,0,0,0,0,0,1,142,1,502,1,36,765,1,2,0
0,0,0,0,0,0,0,0,0,1,1,1,1,952,1,1
0,0,0,0,0,0,0,0,41,1234,266,1141,503,131,229,1
0,0,0,0,0,0,0,0,0,0,83,302,1,1,1,0
0,0,0,0,0,0,0,828,101,1,194,344,1,1,2,0
0,0,0,0,0,0,0,0,9,119,1,1351,1,4,2,0
0,3,113,1,1,1,1250,1,1,1,1490,1,13,7,2,0
0,0,0,0,120,1248,1,12,253,1,1,1140,1,1,1,1
0,0,0,0,0,0,0,0,0,545,1,1,430,1041,1,1
0,0,0,0,0,0,0,1,165,44,368,32,766,1,524,1
0,0,0,0,0,400,1,44,3,1,767,1491,1,1,2,0
0,0,0,0,0,0,0,0,1,1,1,1,768,275,2,0
0,0,0,0,0,0,0,0,0,0,449,193,385,829,45,1
0,0,0,450,1,1,1251,203,217,1,1,1,1,886,1,1
0,0,0,0,0,0,638,31,1,108,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,1142,1,1,1252,1,1,1
0,0,0,0,9,1,166,344,1,1,151,166,718,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1042,633,1
0,0,0,0,0,0,0,0,719,1,1,1,1,1,2,0
0,0,0,0,0,0,0,1,1,1,1,1,99,343,2,0
0,0,0,0,1238,1,1,1,149,1,195,1,1043,1,1,1
0,0,0,0,0,0,0,0,451,1,1,170,1,106,276,1
0,0,0,0,0,0,0,184,218,156,139,55,15,29,57,1
0,0,0,0,0,0,0,8,1,1,1,1,1,4,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,35,1,1
0,0,0,0,0,0,0,0,0,0,39,720,1,387,214,0
0,0,0,0,0,0,0,0,1,202,1,942,1,1,38,1
0,0,0,0,0,0,0,0,0,0,1364,1,1,887,1,1
0,0,0,0,0,0,0,0,0,0,675,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,1,1,721,93,1,1
0,0,0,0,0,0,0,0,632,1,1,1,1492,177,452,1
0,0,0,0,0,0,0,0,1493,1,830,68,157,332,125,1
0,0,0,0,0,0,6,47,69,1,1,1,1,410,5,0
0,0,0,0,0,0,451,1,225,769,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,303,51,1,17,1494,1
0,0,0,0,431,86,25,310,1,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,130,65,888,1,34,0
0,0,0,0,0,0,0,0,0,0,449,193,385,829,45,1
0,0,0,0,0,0,0,0,6,332,751,1,1253,22,126,0
0,0,0,0,0,0,0,0,0,83,1,708,1,1,5,0
0,1,40,500,345,1,676,1,1,1,1,49,1,409,43,0
0,0,0,0,0,0,0,0,0,699,380,1,15,1,1,0
0,0,0,0,0,0,0,0,0,1,1,1,109,12,1,1
0,0,0,0,0,0,0,1343,103,142,10,1,143,1,13,0
0,0,0,0,0,0,0,0,6,504,1143,941,1,639,5,0
0,0,0,0,1,13,1,1,1,1,1,1044,96,939,1254,1
0,0,0,0,0,0,0,0,0,0,1,871,1,1,1,1
0,0,0,9,1,1255,73,28,1,1,307,1,1,4,2,0
0,0,0,0,0,0,0,0,0,1,17,1,1,323,54,1
0,0,0,0,0,0,0,0,1,632,1144,55,407,1,1,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1
0,0,0,0,0,0,0,0,0,0,0,1,1,3,113,0
0,0,0,0,0,0,0,10,1,1,1,42,1,1,5,0
0,0,0,0,0,0,0,0,0,1,1,162,1,542,1,1
0,0,0,0,0,0,0,0,0,1045,1,1,32,244,1046,1
0,0,0,0,0,0,0,0,953,1,1,722,1,1,1,0
0,0,0,0,0,0,0,0,1479,17,1,1,1367,1145,1,0
0,0,0,0,0,0,770,1,76,1,226,1,84,1,90,1
0,0,0,0,0,0,432,381,165,170,192,40,1368,38,453,1
0,0,51,39,228,1369,1,820,298,1,134,771,452,1,1,1
0,0,0,0,0,0,0,0,504,1,518,1,1,1,2,0
0,1495,208,772,1496,1497,1370,546,1498,102,607,1499,429,35,889,1
0,0,0,0,0,0,0,0,0,0,0,37,321,1,1,1
0,0,0,0,0,1371,21,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,150,1,1,45,1
0,0,0,0,0,0,9,1,3,1,1,462,677,4,2,0
0,0,0,0,0,0,0,0,0,0,0,1256,71,27,125,1
0,0,0,221,143,3,640,1257,127,1146,1147,1,1,954,1,0
0,0,0,0,0,0,0,0,161,240,757,1,65,955,2,0
0,0,0,0,0,0,0,8,931,576,831,1,1047,4,2,0
0,0,0,0,0,0,0,0,17,433,1,1,1,102,1,1
0,0,0,0,0,0,0,1,1,1,209,88,678,1,1,0
0,0,0,0,0,0,0,0,110,1,1372,1,1,108,1,1
0,0,0,0,0,0,0,0,0,329,539,1258,1,1,1,0
0,0,0,0,0,0,0,0,0,37,723,1,1,1,452,1
0,0,0,0,0,0,3,1,1,3,52,1,182,10,14,0
0,0,0,0,0,0,0,0,0,0,1,1,1048,167,11,0
0,0,0,0,0,0,0,0,536,53,1,1,1,956,1,1
0,0,0,0,0,0,0,0,0,0,0,364,12,1,936,1
0,0,0,0,0,0,0,8,1,1,14,3,547,4,2,0
0,0,0,0,0,0,0,6,1373,262,463,383,143,525,5,0
0,0,0,0,0,0,608,1049,80,352,957,1050,77,95,45,1
0,0,0,0,0,0,0,0,9,27,185,1,1,4,2,0
0,0,0,0,0,0,1,1,1,1,31,22,197,320,2,0
0,0,0,0,0,0,130,15,1,1,724,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,451,1,1,1
0,0,0,0,0,0,0,0,0,222,1,1,1,1,1,1
0,0,0,0,0,0,380,61,11,1,1,1,50,114,2,0
0,0,0,0,0,0,0,0,184,156,1,138,712,1,427,1
0,0,0,0,0,0,0,0,17,609,128,814,135,1,1,1
0,0,0,0,0,0,0,0,0,47,25,329,539,1,1,0
0,0,0,0,9,66,65,1,1,1,254,190,1,4,2,0
0,0,0,0,0,1,1,1,598,1,18,1,11,7,2,0
0,0,0,0,0,0,0,0,0,1,1,257,21,324,1,1
0,0,0,0,0,0,0,0,1,1,1,382,18,6,1,0
0,0,0,0,0,0,0,1,1,100,1,355,1,1246,2,0
0,0,0,0,0,0,0,0,1,1148,1,18,6,832,1,0
0,0,0,0,0,0,0,0,1,1259,1,1,833,1,1,1
0,0,0,0,0,0,1,1,518,9,706,1,1374,210,2,0
0,0,0,0,0,0,0,0,0,1,17,464,1,526,1,1
0,0,0,0,0,0,0,0,0,0,1,11,1,7,2,0
0,0,0,0,0,0,0,145,932,1231,1232,1233,1,641,1051,1
0,0,0,1,1,1375,102,1,87,59,1,1,1,1,1,1
0,0,0,1,1,1,1,388,1,1,52,1,1,7,2,0
0,0,0,0,0,0,130,1,1,1,1,322,1,1,2,0
0,0,0,0,0,9,1,1,213,44,1149,12,1,4,2,0
0,0,0,0,0,0,0,0,603,1,1,34,1,1,13,0
0,0,0,1,577,197,1,1,350,465,1,1,307,116,1,1
0,0,0,0,0,0,0,0,0,80,234,1,24,38,271,1
0,0,0,0,0,0,0,0,0,1,1052,146,1,1,1,1
0,0,0,0,0,0,0,0,0,0,79,1,1,1,1,0
0,0,0,0,0,0,0,0,0,1,1,143,1,167,11,0
147,958,1,303,1,77,190,277,1,1,1,1260,238,834,1,1
0,0,0,0,0,0,434,330,1,1375,59,341,1,1,1,1
0,0,0,0,0,0,0,505,1,818,39,260,1,107,758,1
0,0,0,0,0,151,870,1,773,441,721,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,1,1,53,1,1,1
0,0,0,0,0,0,0,21,1053,1,1261,1,346,959,527,1
0,0,0,0,0,132,1,1376,1,52,1,1,25,7,2,0
0,0,0,0,0,0,0,245,1,1135,1,1,506,1377,2,0
0,1,774,1,112,12,1,1,374,44,1347,384,32,1,1484,1
0,0,0,0,0,0,6,369,1,1,3,1,91,382,5,0
0,0,507,112,152,19,454,164,952,578,63,499,347,642,1054,1
0,0,0,0,0,0,0,0,0,0,1,874,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1262,1,13,0
0,0,0,0,0,0,175,260,21,1,775,32,1,81,2,0
0,0,0,0,0,0,0,0,0,83,1,1,1,1,5,0
0,0,0,0,0,0,0,1,1,25,269,1,206,410,90,1
0,1,1,1,1,1,44,25,40,1,835,320,890,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,181,1,1,1
0,0,0,0,0,1,1244,1,1,1,19,8,14,7,2,0
0,0,0,0,0,0,0,0,8,610,119,1,1,4,2,0
1,1,611,148,1150,1,1,20,30,1,1,415,1,1,1,1
0,0,0,0,1,1,77,776,1,1,1,1,1264,1,1,1
0,0,0,0,0,0,0,0,0,6,459,1,3,1055,5,0
0,309,1,119,1056,1,17,259,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,152,1,1
0,0,0,0,0,0,1,1,1,1,478,1,1,777,30,1
0,0,0,0,0,0,0,246,528,428,1,161,1,466,2,0
0,0,0,0,0,0,675,725,170,137,1,38,579,1,643,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,10,1,1,1,5,0
0,0,0,0,0,1365,1,103,111,10,1,1,778,1,1236,0
0,0,0,0,0,0,1,1,1,1,1,52,1,1,2,0
0,0,0,0,0,0,0,0,0,0,449,612,1265,203,271,1
0,0,0,0,0,0,0,0,6,53,1,174,3,1,5,0
0,0,0,1,1,1488,168,1057,891,300,213,3,1,892,779,1
0,0,0,0,0,0,160,1,1,1,3,1,1,4,2,0
0,0,0,0,0,0,0,1,151,28,1477,216,1,1,2,0
0,0,0,0,0,8,881,1,1,1,1058,22,466,2,16,0
0,0,0,0,0,0,608,1049,80,352,957,1050,77,95,45,1
0,0,0,0,0,0,0,159,836,1,1,1,1,7,2,0
0,0,0,0,0,0,0,1,1,1136,1,26,837,7,2,0
0,0,0,0,580,25,1,1,234,1059,1266,196,1491,367,45,1
0,0,1,960,92,42,1,239,1,1,1,368,1,1378,1,1
0,0,0,0,0,0,0,1267,19,1,333,190,1,6,11,0
0,0,0,0,0,0,0,1,13,929,1,143,1,24,137,0
0,0,0,0,0,0,0,83,1,1,1,497,1,1,5,0
0,0,0,0,0,0,1,1,1,156,478,726,1,529,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,122,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,1,1,928,257,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,21,1,1,1,1,18,6,14,0
0,0,0,0,0,0,1,1,1,1,1,23,1,1,2,0
0,0,0,0,0,0,0,1262,1,69,1,387,214,14,34,0
0,0,0,0,0,0,1,1,780,1060,168,714,1,1,1,1
0,0,0,0,0,1,94,219,201,838,55,28,1,781,1,1
0,0,0,0,0,0,0,8,1,1,529,3,1,4,2,0
0,0,0,0,0,0,0,0,8,825,819,1,496,4,2,0
0,0,0,0,0,0,0,8,312,1268,200,84,1,4,2,0
1,89,1,1,1,1,581,1,1,508,15,32,106,276,1,1
0,0,0,0,0,0,0,0,107,1052,497,1,1,961,1,1
0,0,0,450,1,1,1251,203,217,1,1,1,1,886,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,1,1,1,6,11,0
0,0,0,0,1,13,1,1,1,1,1,1044,96,939,1254,1
0,0,0,0,51,39,1,1,1,961,1,462,677,782,154,1
0,0,0,0,0,0,1,1,727,548,1048,530,1,7,2,0
0,0,0,0,0,0,132,1,1,138,52,329,539,7,2,0
0,0,0,0,0,141,1,1,1151,1,73,751,7,2,16,0
0,0,0,0,0,0,1,1,415,1,1152,1,1,1,644,1
0,0,0,0,0,0,0,6,1269,1,1,302,322,496,5,0
